Local time,Open,High,Low,Close,Volume
11.07.2020 07:09:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:10:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:11:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:12:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:13:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:14:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:15:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:16:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:17:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:18:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:19:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:20:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:21:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:22:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:23:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:24:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:25:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:26:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:27:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:28:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:29:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:30:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:31:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:32:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:33:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:34:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:35:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:36:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:37:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:38:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:39:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:40:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:41:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:42:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:43:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:44:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:45:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:46:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:47:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:48:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:49:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:50:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:51:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:52:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:53:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:54:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:55:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:56:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:57:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:58:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 07:59:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:00:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:01:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:02:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:03:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:04:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:05:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:06:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:07:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:08:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:09:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:10:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:11:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:12:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:13:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:14:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:15:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:16:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:17:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:18:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:19:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:20:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:21:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:22:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:23:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:24:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:25:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:26:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:27:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:28:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:29:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:30:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:31:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:32:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:33:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:34:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:35:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:36:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:37:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:38:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:39:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:40:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:41:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:42:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:43:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:44:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:45:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:46:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:47:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:48:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:49:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:50:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:51:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:52:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:53:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:54:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:55:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:56:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:57:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:58:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 08:59:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:00:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:01:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:02:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:03:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:04:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:05:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:06:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:07:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:08:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:09:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:10:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:11:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:12:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:13:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:14:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:15:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:16:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:17:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:18:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:19:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:20:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:21:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:22:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:23:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:24:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:25:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:26:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:27:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:28:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:29:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:30:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:31:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:32:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:33:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:34:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:35:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:36:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:37:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:38:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:39:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:40:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:41:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:42:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:43:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:44:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:45:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:46:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:47:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:48:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:49:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:50:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:51:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:52:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:53:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:54:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:55:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:56:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:57:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:58:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 09:59:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:00:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:01:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:02:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:03:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:04:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:05:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:06:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:07:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:08:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:09:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:10:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:11:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:12:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:13:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:14:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:15:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:16:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:17:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:18:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:19:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:20:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:21:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:22:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:23:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:24:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:25:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:26:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:27:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:28:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:29:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:30:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:31:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:32:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:33:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:34:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:35:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:36:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:37:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:38:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:39:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:40:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:41:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:42:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:43:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:44:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:45:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:46:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:47:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:48:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:49:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:50:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:51:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:52:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:53:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:54:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:55:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:56:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:57:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:58:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 10:59:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:00:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:01:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:02:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:03:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:04:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:05:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:06:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:07:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:08:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:09:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:10:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:11:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:12:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:13:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:14:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:15:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:16:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:17:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:18:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:19:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:20:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:21:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:22:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:23:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:24:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:25:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:26:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:27:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:28:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:29:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:30:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:31:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:32:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:33:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:34:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:35:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:36:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:37:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:38:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:39:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:40:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:41:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:42:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:43:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:44:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:45:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:46:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:47:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:48:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:49:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:50:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:51:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:52:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:53:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:54:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:55:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:56:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:57:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:58:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 11:59:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:00:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:01:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:02:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:03:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:04:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:05:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:06:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:07:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:08:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:09:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:10:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:11:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:12:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:13:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:14:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:15:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:16:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:17:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:18:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:19:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:20:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:21:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:22:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:23:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:24:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:25:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:26:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:27:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:28:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:29:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:30:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:31:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:32:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:33:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:34:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:35:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:36:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:37:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:38:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:39:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:40:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:41:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:42:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:43:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:44:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:45:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:46:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:47:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:48:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:49:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:50:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:51:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:52:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:53:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:54:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:55:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:56:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:57:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:58:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 12:59:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:00:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:01:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:02:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:03:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:04:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:05:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:06:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:07:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:08:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:09:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:10:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:11:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:12:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:13:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:14:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:15:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:16:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:17:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:18:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:19:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:20:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:21:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:22:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:23:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:24:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:25:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:26:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:27:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:28:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:29:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:30:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:31:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:32:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:33:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:34:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:35:00.000 GMT-0300,9176,9176,9176,9176,0
11.07.2020 13:36:00.000 GMT-0300,9176,9176,9176,9176,0
