Local time,Open,High,Low,Close,Volume
21.07.2020 03:09:00.000 GMT-0300,9141,9142,9141,9142,0.0005
21.07.2020 03:10:00.000 GMT-0300,9141,9141,9140,9140,0.0004
21.07.2020 03:11:00.000 GMT-0300,9140,9140,9140,9140,0.0001
21.07.2020 03:12:00.000 GMT-0300,9140,9140,9138,9138,0.0004
21.07.2020 03:13:00.000 GMT-0300,9138,9139,9135,9138,0.0003
21.07.2020 03:14:00.000 GMT-0300,9138,9138,9138,9138,0.0001
21.07.2020 03:15:00.000 GMT-0300,9135,9136,9135,9136,0.0001
21.07.2020 03:16:00.000 GMT-0300,9136,9138,9133,9135,0.0004
21.07.2020 03:17:00.000 GMT-0300,9134,9134,9134,9134,0.0001
21.07.2020 03:18:00.000 GMT-0300,9134,9134,9133,9133,0
21.07.2020 03:19:00.000 GMT-0300,9133,9134,9133,9133,0.0002
21.07.2020 03:20:00.000 GMT-0300,9133,9133,9133,9133,0.0002
21.07.2020 03:21:00.000 GMT-0300,9133,9134,9133,9134,0.0001
21.07.2020 03:22:00.000 GMT-0300,9134,9134,9132,9134,0.0001
21.07.2020 03:23:00.000 GMT-0300,9134,9134,9134,9134,0
21.07.2020 03:24:00.000 GMT-0300,9134,9134,9134,9134,0
21.07.2020 03:25:00.000 GMT-0300,9132,9134,9132,9134,0.0001
21.07.2020 03:26:00.000 GMT-0300,9134,9134,9134,9134,0
21.07.2020 03:27:00.000 GMT-0300,9134,9134,9133,9133,0.0002
21.07.2020 03:28:00.000 GMT-0300,9133,9133,9133,9133,0.0002
21.07.2020 03:29:00.000 GMT-0300,9133,9134,9133,9133,0.0002
21.07.2020 03:30:00.000 GMT-0300,9133,9134,9131,9132,0.0006
21.07.2020 03:31:00.000 GMT-0300,9132,9132,9132,9132,0.0002
21.07.2020 03:32:00.000 GMT-0300,9132,9132,9132,9132,0.0006
21.07.2020 03:33:00.000 GMT-0300,9132,9132,9132,9132,0.0001
21.07.2020 03:34:00.000 GMT-0300,9132,9132,9130,9130,0.0005
21.07.2020 03:35:00.000 GMT-0300,9130,9131,9128,9131,0.0011
21.07.2020 03:36:00.000 GMT-0300,9131,9131,9131,9131,0.0001
21.07.2020 03:37:00.000 GMT-0300,9131,9131,9131,9131,0.0004
21.07.2020 03:38:00.000 GMT-0300,9131,9132,9131,9132,0.0003
21.07.2020 03:39:00.000 GMT-0300,9132,9132,9131,9132,0.0001
21.07.2020 03:40:00.000 GMT-0300,9132,9132,9131,9131,0.0002
21.07.2020 03:41:00.000 GMT-0300,9131,9131,9131,9131,0
21.07.2020 03:42:00.000 GMT-0300,9131,9132,9131,9131,0.0005
21.07.2020 03:43:00.000 GMT-0300,9131,9131,9130,9131,0.0004
21.07.2020 03:44:00.000 GMT-0300,9130,9131,9130,9131,0.0001
21.07.2020 03:45:00.000 GMT-0300,9131,9131,9131,9131,0.0001
21.07.2020 03:46:00.000 GMT-0300,9131,9131,9131,9131,0
21.07.2020 03:47:00.000 GMT-0300,9131,9131,9129,9130,0.0005
21.07.2020 03:48:00.000 GMT-0300,9128,9128,9128,9128,0.0002
21.07.2020 03:49:00.000 GMT-0300,9128,9131,9128,9131,0.0004
21.07.2020 03:50:00.000 GMT-0300,9131,9132,9130,9132,0.0003
21.07.2020 03:51:00.000 GMT-0300,9132,9132,9132,9132,0
21.07.2020 03:52:00.000 GMT-0300,9133,9135,9131,9134,0.0003
21.07.2020 03:53:00.000 GMT-0300,9134,9134,9134,9134,0
21.07.2020 03:54:00.000 GMT-0300,9134,9134,9134,9134,0
21.07.2020 03:55:00.000 GMT-0300,9134,9135,9134,9134,0.0001
21.07.2020 03:56:00.000 GMT-0300,9134,9135,9134,9135,0.0002
21.07.2020 03:57:00.000 GMT-0300,9135,9135,9135,9135,0.0001
21.07.2020 03:58:00.000 GMT-0300,9135,9136,9135,9136,0.0001
21.07.2020 03:59:00.000 GMT-0300,9136,9138,9135,9136,0.0002
21.07.2020 04:00:00.000 GMT-0300,9136,9141,9136,9141,0.0002
21.07.2020 04:01:00.000 GMT-0300,9140,9142,9140,9140,0.0004
21.07.2020 04:02:00.000 GMT-0300,9140,9142,9140,9141,0.0002
21.07.2020 04:03:00.000 GMT-0300,9140,9141,9140,9140,0
21.07.2020 04:04:00.000 GMT-0300,9140,9141,9140,9141,0
21.07.2020 04:05:00.000 GMT-0300,9141,9141,9140,9140,0.0001
21.07.2020 04:06:00.000 GMT-0300,9140,9142,9140,9140,0.0002
21.07.2020 04:07:00.000 GMT-0300,9140,9142,9140,9142,0.0004
21.07.2020 04:08:00.000 GMT-0300,9142,9142,9141,9141,0.0002
21.07.2020 04:09:00.000 GMT-0300,9141,9142,9141,9142,0.0006
21.07.2020 04:10:00.000 GMT-0300,9142,9142,9140,9142,0.0001
21.07.2020 04:11:00.000 GMT-0300,9142,9144,9142,9143,0.0003
21.07.2020 04:12:00.000 GMT-0300,9144,9144,9142,9143,0.0004
21.07.2020 04:13:00.000 GMT-0300,9143,9144,9143,9143,0.0003
21.07.2020 04:14:00.000 GMT-0300,9143,9144,9142,9142,0.0003
21.07.2020 04:15:00.000 GMT-0300,9142,9145,9142,9145,0.0002
21.07.2020 04:16:00.000 GMT-0300,9142,9145,9142,9143,0.0001
21.07.2020 04:17:00.000 GMT-0300,9144,9144,9142,9142,0.0001
21.07.2020 04:18:00.000 GMT-0300,9142,9144,9142,9143,0.0003
21.07.2020 04:19:00.000 GMT-0300,9143,9143,9142,9142,0.0003
21.07.2020 04:20:00.000 GMT-0300,9142,9142,9142,9142,0.0004
21.07.2020 04:21:00.000 GMT-0300,9142,9142,9142,9142,0.0011
21.07.2020 04:22:00.000 GMT-0300,9142,9147,9142,9146,0.0009
21.07.2020 04:23:00.000 GMT-0300,9146,9146,9145,9145,0.0006
21.07.2020 04:24:00.000 GMT-0300,9145,9146,9145,9145,0.0004
21.07.2020 04:25:00.000 GMT-0300,9145,9147,9145,9146,0.0002
21.07.2020 04:26:00.000 GMT-0300,9146,9146,9145,9146,0.0004
21.07.2020 04:27:00.000 GMT-0300,9146,9178,9146,9163,0.003
21.07.2020 04:28:00.000 GMT-0300,9163,9174,9163,9169,0.003
21.07.2020 04:29:00.000 GMT-0300,9170,9170,9163,9163,0.0009
21.07.2020 04:30:00.000 GMT-0300,9163,9172,9163,9172,0.002
21.07.2020 04:31:00.000 GMT-0300,9172,9172,9168,9172,0.0014
21.07.2020 04:32:00.000 GMT-0300,9172,9172,9170,9171,0.0013
21.07.2020 04:33:00.000 GMT-0300,9171,9171,9168,9170,0.0009
21.07.2020 04:34:00.000 GMT-0300,9170,9174,9170,9174,0.0014
21.07.2020 04:35:00.000 GMT-0300,9174,9205,9173,9199,0.004
21.07.2020 04:36:00.000 GMT-0300,9199,9212,9198,9206,0.0034
21.07.2020 04:37:00.000 GMT-0300,9206,9215,9205,9213,0.0026
21.07.2020 04:38:00.000 GMT-0300,9213,9238,9213,9229,0.0051
21.07.2020 04:39:00.000 GMT-0300,9230,9230,9219,9225,0.0031
21.07.2020 04:40:00.000 GMT-0300,9225,9238,9225,9236,0.0012
21.07.2020 04:41:00.000 GMT-0300,9236,9241,9236,9241,0.0014
21.07.2020 04:42:00.000 GMT-0300,9241,9242,9236,9236,0.001
21.07.2020 04:43:00.000 GMT-0300,9237,9246,9235,9246,0.0014
21.07.2020 04:44:00.000 GMT-0300,9246,9304,9246,9284,0.0046
21.07.2020 04:45:00.000 GMT-0300,9284,9295,9279,9292,0.0051
21.07.2020 04:46:00.000 GMT-0300,9292,9292,9269,9270,0.0028
21.07.2020 04:47:00.000 GMT-0300,9270,9282,9267,9277,0.0055
21.07.2020 04:48:00.000 GMT-0300,9277,9282,9276,9281,0.0019
21.07.2020 04:49:00.000 GMT-0300,9283,9284,9271,9274,0.0019
21.07.2020 04:50:00.000 GMT-0300,9274,9283,9272,9272,0.0036
21.07.2020 04:51:00.000 GMT-0300,9273,9274,9267,9268,0.0033
21.07.2020 04:52:00.000 GMT-0300,9266,9269,9258,9261,0.0014
21.07.2020 04:53:00.000 GMT-0300,9261,9262,9261,9262,0.0036
21.07.2020 04:54:00.000 GMT-0300,9262,9262,9251,9257,0.0048
21.07.2020 04:55:00.000 GMT-0300,9257,9259,9253,9255,0.0017
21.07.2020 04:56:00.000 GMT-0300,9255,9260,9255,9260,0.0008
21.07.2020 04:57:00.000 GMT-0300,9260,9269,9260,9269,0.0015
21.07.2020 04:58:00.000 GMT-0300,9269,9273,9269,9272,0.0014
21.07.2020 04:59:00.000 GMT-0300,9272,9272,9267,9267,0.0018
21.07.2020 05:00:00.000 GMT-0300,9268,9278,9264,9277,0.0029
21.07.2020 05:01:00.000 GMT-0300,9277,9282,9276,9282,0.0018
21.07.2020 05:02:00.000 GMT-0300,9282,9283,9282,9282,0.0015
21.07.2020 05:03:00.000 GMT-0300,9281,9282,9276,9280,0.0007
21.07.2020 05:04:00.000 GMT-0300,9280,9280,9273,9273,0.0031
21.07.2020 05:05:00.000 GMT-0300,9273,9273,9267,9267,0.002
21.07.2020 05:06:00.000 GMT-0300,9267,9271,9267,9268,0.0006
21.07.2020 05:07:00.000 GMT-0300,9268,9268,9265,9267,0.0009
21.07.2020 05:08:00.000 GMT-0300,9267,9271,9267,9271,0.0014
21.07.2020 05:09:00.000 GMT-0300,9271,9271,9271,9271,0.0018
21.07.2020 05:10:00.000 GMT-0300,9271,9271,9268,9269,0.0007
21.07.2020 05:11:00.000 GMT-0300,9269,9269,9266,9268,0.0012
21.07.2020 05:12:00.000 GMT-0300,9268,9268,9266,9267,0.0031
21.07.2020 05:13:00.000 GMT-0300,9267,9267,9262,9262,0.0059
21.07.2020 05:14:00.000 GMT-0300,9261,9262,9259,9259,0.0054
21.07.2020 05:15:00.000 GMT-0300,9258,9260,9258,9260,0.0005
21.07.2020 05:16:00.000 GMT-0300,9259,9266,9259,9266,0.0008
21.07.2020 05:17:00.000 GMT-0300,9266,9267,9264,9266,0.0009
21.07.2020 05:18:00.000 GMT-0300,9266,9267,9264,9267,0.0009
21.07.2020 05:19:00.000 GMT-0300,9267,9268,9267,9267,0.0004
21.07.2020 05:20:00.000 GMT-0300,9267,9268,9265,9268,0.0037
21.07.2020 05:21:00.000 GMT-0300,9268,9270,9266,9267,0.0009
21.07.2020 05:22:00.000 GMT-0300,9267,9269,9267,9268,0.0021
21.07.2020 05:23:00.000 GMT-0300,9268,9268,9267,9267,0.0034
21.07.2020 05:24:00.000 GMT-0300,9267,9267,9267,9267,0.001
21.07.2020 05:25:00.000 GMT-0300,9267,9268,9265,9266,0.0013
21.07.2020 05:26:00.000 GMT-0300,9266,9266,9263,9264,0.0003
21.07.2020 05:27:00.000 GMT-0300,9265,9267,9264,9265,0.0015
21.07.2020 05:28:00.000 GMT-0300,9265,9265,9261,9261,0.0013
21.07.2020 05:29:00.000 GMT-0300,9261,9261,9257,9257,0.0006
21.07.2020 05:30:00.000 GMT-0300,9257,9262,9257,9262,0.0012
21.07.2020 05:31:00.000 GMT-0300,9262,9264,9262,9264,0.0001
21.07.2020 05:32:00.000 GMT-0300,9263,9263,9263,9263,0.0001
21.07.2020 05:33:00.000 GMT-0300,9263,9267,9263,9267,0.0001
21.07.2020 05:34:00.000 GMT-0300,9267,9268,9265,9268,0.0002
21.07.2020 05:35:00.000 GMT-0300,9268,9268,9267,9268,0.0006
21.07.2020 05:36:00.000 GMT-0300,9267,9270,9267,9270,0.0003
21.07.2020 05:37:00.000 GMT-0300,9270,9271,9270,9271,0.0002
21.07.2020 05:38:00.000 GMT-0300,9271,9273,9271,9273,0.002
21.07.2020 05:39:00.000 GMT-0300,9273,9273,9266,9267,0.0013
21.07.2020 05:40:00.000 GMT-0300,9267,9267,9266,9266,0.0004
21.07.2020 05:41:00.000 GMT-0300,9266,9271,9266,9268,0.0003
21.07.2020 05:42:00.000 GMT-0300,9268,9269,9268,9268,0.0014
21.07.2020 05:43:00.000 GMT-0300,9268,9269,9264,9268,0.0006
21.07.2020 05:44:00.000 GMT-0300,9268,9269,9268,9268,0.0004
21.07.2020 05:45:00.000 GMT-0300,9268,9270,9263,9263,0.0004
21.07.2020 05:46:00.000 GMT-0300,9263,9263,9261,9262,0.0003
21.07.2020 05:47:00.000 GMT-0300,9262,9266,9262,9264,0.0009
21.07.2020 05:48:00.000 GMT-0300,9264,9264,9263,9264,0.0006
21.07.2020 05:49:00.000 GMT-0300,9265,9266,9264,9266,0.0001
21.07.2020 05:50:00.000 GMT-0300,9266,9267,9266,9267,0.0002
21.07.2020 05:51:00.000 GMT-0300,9267,9267,9263,9263,0.0004
21.07.2020 05:52:00.000 GMT-0300,9263,9264,9260,9263,0.0011
21.07.2020 05:53:00.000 GMT-0300,9263,9263,9262,9263,0.0009
21.07.2020 05:54:00.000 GMT-0300,9263,9264,9261,9261,0.0007
21.07.2020 05:55:00.000 GMT-0300,9261,9261,9258,9259,0.0004
21.07.2020 05:56:00.000 GMT-0300,9259,9259,9256,9256,0.0004
21.07.2020 05:57:00.000 GMT-0300,9256,9256,9253,9255,0.0007
21.07.2020 05:58:00.000 GMT-0300,9256,9259,9254,9257,0.0004
21.07.2020 05:59:00.000 GMT-0300,9257,9257,9257,9257,0.0001
21.07.2020 06:00:00.000 GMT-0300,9257,9266,9257,9266,0.0011
21.07.2020 06:01:00.000 GMT-0300,9266,9272,9266,9272,0.0011
21.07.2020 06:02:00.000 GMT-0300,9272,9272,9269,9269,0.0016
21.07.2020 06:03:00.000 GMT-0300,9269,9269,9268,9269,0.0001
21.07.2020 06:04:00.000 GMT-0300,9268,9269,9268,9268,0.001
21.07.2020 06:05:00.000 GMT-0300,9268,9268,9268,9268,0.0008
21.07.2020 06:06:00.000 GMT-0300,9268,9268,9268,9268,0.0001
21.07.2020 06:07:00.000 GMT-0300,9268,9269,9268,9269,0.0001
21.07.2020 06:08:00.000 GMT-0300,9269,9269,9268,9268,0.0003
21.07.2020 06:09:00.000 GMT-0300,9268,9268,9267,9267,0.0002
21.07.2020 06:10:00.000 GMT-0300,9267,9267,9267,9267,0
21.07.2020 06:11:00.000 GMT-0300,9267,9267,9265,9266,0
21.07.2020 06:12:00.000 GMT-0300,9266,9268,9266,9268,0.0002
21.07.2020 06:13:00.000 GMT-0300,9268,9268,9266,9268,0.0002
21.07.2020 06:14:00.000 GMT-0300,9268,9268,9266,9266,0
21.07.2020 06:15:00.000 GMT-0300,9268,9268,9268,9268,0.0001
21.07.2020 06:16:00.000 GMT-0300,9268,9268,9268,9268,0.0001
21.07.2020 06:17:00.000 GMT-0300,9268,9270,9268,9270,0.0001
21.07.2020 06:18:00.000 GMT-0300,9270,9271,9270,9270,0.0012
21.07.2020 06:19:00.000 GMT-0300,9270,9272,9270,9271,0.0005
21.07.2020 06:20:00.000 GMT-0300,9271,9272,9270,9271,0.0003
21.07.2020 06:21:00.000 GMT-0300,9272,9273,9272,9272,0.0012
21.07.2020 06:22:00.000 GMT-0300,9272,9274,9272,9272,0.0013
21.07.2020 06:23:00.000 GMT-0300,9272,9272,9270,9270,0.001
21.07.2020 06:24:00.000 GMT-0300,9270,9272,9270,9271,0.003
21.07.2020 06:25:00.000 GMT-0300,9271,9271,9271,9271,0.0002
21.07.2020 06:26:00.000 GMT-0300,9271,9272,9271,9271,0.0003
21.07.2020 06:27:00.000 GMT-0300,9271,9272,9268,9268,0.0001
21.07.2020 06:28:00.000 GMT-0300,9268,9268,9268,9268,0.0003
21.07.2020 06:29:00.000 GMT-0300,9268,9268,9268,9268,0.0007
21.07.2020 06:30:00.000 GMT-0300,9268,9273,9268,9273,0.0006
21.07.2020 06:31:00.000 GMT-0300,9272,9273,9272,9273,0.0002
21.07.2020 06:32:00.000 GMT-0300,9273,9273,9272,9272,0.0001
21.07.2020 06:33:00.000 GMT-0300,9270,9273,9270,9273,0.0002
21.07.2020 06:34:00.000 GMT-0300,9273,9273,9273,9273,0.0002
21.07.2020 06:35:00.000 GMT-0300,9273,9273,9269,9269,0.0006
21.07.2020 06:36:00.000 GMT-0300,9269,9274,9269,9272,0.0005
21.07.2020 06:37:00.000 GMT-0300,9272,9275,9272,9274,0.0004
21.07.2020 06:38:00.000 GMT-0300,9274,9276,9274,9276,0.0001
21.07.2020 06:39:00.000 GMT-0300,9276,9282,9276,9282,0.0005
21.07.2020 06:40:00.000 GMT-0300,9283,9284,9283,9284,0.0004
21.07.2020 06:41:00.000 GMT-0300,9284,9284,9284,9284,0.0004
21.07.2020 06:42:00.000 GMT-0300,9283,9284,9280,9280,0.0011
21.07.2020 06:43:00.000 GMT-0300,9280,9280,9280,9280,0.0001
21.07.2020 06:44:00.000 GMT-0300,9280,9280,9278,9278,0.0005
21.07.2020 06:45:00.000 GMT-0300,9278,9278,9276,9277,0.001
21.07.2020 06:46:00.000 GMT-0300,9277,9277,9274,9274,0.0007
21.07.2020 06:47:00.000 GMT-0300,9274,9274,9272,9272,0.0009
21.07.2020 06:48:00.000 GMT-0300,9272,9272,9268,9269,0.0013
21.07.2020 06:49:00.000 GMT-0300,9269,9269,9268,9269,0.0002
21.07.2020 06:50:00.000 GMT-0300,9268,9269,9268,9269,0.0002
21.07.2020 06:51:00.000 GMT-0300,9268,9269,9267,9268,0.0005
21.07.2020 06:52:00.000 GMT-0300,9267,9267,9267,9267,0.0001
21.07.2020 06:53:00.000 GMT-0300,9266,9266,9265,9265,0.0002
21.07.2020 06:54:00.000 GMT-0300,9265,9265,9264,9264,0.0003
21.07.2020 06:55:00.000 GMT-0300,9265,9265,9265,9265,0.0001
21.07.2020 06:56:00.000 GMT-0300,9265,9265,9265,9265,0.0002
21.07.2020 06:57:00.000 GMT-0300,9265,9265,9260,9260,0.0005
21.07.2020 06:58:00.000 GMT-0300,9260,9260,9260,9260,0.0002
21.07.2020 06:59:00.000 GMT-0300,9260,9260,9259,9260,0.0004
21.07.2020 07:00:00.000 GMT-0300,9260,9260,9260,9260,0.0002
21.07.2020 07:01:00.000 GMT-0300,9259,9265,9259,9263,0.0019
21.07.2020 07:02:00.000 GMT-0300,9263,9264,9263,9264,0.0002
21.07.2020 07:03:00.000 GMT-0300,9264,9264,9263,9264,0.0003
21.07.2020 07:04:00.000 GMT-0300,9263,9264,9263,9264,0.0002
21.07.2020 07:05:00.000 GMT-0300,9264,9267,9264,9267,0.0004
21.07.2020 07:06:00.000 GMT-0300,9267,9267,9267,9267,0.0001
21.07.2020 07:07:00.000 GMT-0300,9267,9267,9265,9266,0.0005
21.07.2020 07:08:00.000 GMT-0300,9266,9267,9266,9267,0.0001
21.07.2020 07:09:00.000 GMT-0300,9267,9267,9266,9267,0.0002
21.07.2020 07:10:00.000 GMT-0300,9267,9267,9266,9267,0.0011
21.07.2020 07:11:00.000 GMT-0300,9267,9267,9267,9267,0.0001
21.07.2020 07:12:00.000 GMT-0300,9269,9271,9269,9271,0.0009
21.07.2020 07:13:00.000 GMT-0300,9271,9275,9271,9273,0.0007
21.07.2020 07:14:00.000 GMT-0300,9273,9276,9273,9274,0.0003
21.07.2020 07:15:00.000 GMT-0300,9273,9275,9273,9274,0.0005
21.07.2020 07:16:00.000 GMT-0300,9274,9274,9272,9274,0.0003
21.07.2020 07:17:00.000 GMT-0300,9274,9275,9274,9274,0.0006
21.07.2020 07:18:00.000 GMT-0300,9274,9275,9274,9275,0.0005
21.07.2020 07:19:00.000 GMT-0300,9275,9278,9274,9278,0.0007
21.07.2020 07:20:00.000 GMT-0300,9278,9281,9278,9281,0.0004
21.07.2020 07:21:00.000 GMT-0300,9281,9282,9281,9282,0.0002
21.07.2020 07:22:00.000 GMT-0300,9281,9281,9279,9281,0.0001
21.07.2020 07:23:00.000 GMT-0300,9281,9281,9281,9281,0.0002
21.07.2020 07:24:00.000 GMT-0300,9281,9281,9280,9281,0.0001
21.07.2020 07:25:00.000 GMT-0300,9281,9282,9281,9281,0.0002
21.07.2020 07:26:00.000 GMT-0300,9282,9282,9281,9281,0.0004
21.07.2020 07:27:00.000 GMT-0300,9281,9281,9280,9280,0.0003
21.07.2020 07:28:00.000 GMT-0300,9279,9281,9279,9281,0.0001
21.07.2020 07:29:00.000 GMT-0300,9283,9284,9283,9284,0.0002
21.07.2020 07:30:00.000 GMT-0300,9284,9285,9284,9285,0.0004
21.07.2020 07:31:00.000 GMT-0300,9286,9287,9285,9286,0.0011
21.07.2020 07:32:00.000 GMT-0300,9286,9286,9284,9286,0.0004
21.07.2020 07:33:00.000 GMT-0300,9285,9286,9285,9285,0.0003
21.07.2020 07:34:00.000 GMT-0300,9285,9285,9282,9282,0.0008
21.07.2020 07:35:00.000 GMT-0300,9283,9283,9279,9280,0.0016
21.07.2020 07:36:00.000 GMT-0300,9280,9280,9280,9280,0.0011
21.07.2020 07:37:00.000 GMT-0300,9280,9280,9280,9280,0.0004
21.07.2020 07:38:00.000 GMT-0300,9280,9280,9279,9280,0.0006
21.07.2020 07:39:00.000 GMT-0300,9280,9280,9279,9280,0.0003
21.07.2020 07:40:00.000 GMT-0300,9280,9280,9280,9280,0.0002
21.07.2020 07:41:00.000 GMT-0300,9281,9281,9281,9281,0.0001
21.07.2020 07:42:00.000 GMT-0300,9281,9287,9281,9285,0.0015
21.07.2020 07:43:00.000 GMT-0300,9285,9285,9284,9284,0.0006
21.07.2020 07:44:00.000 GMT-0300,9284,9285,9284,9285,0.0004
21.07.2020 07:45:00.000 GMT-0300,9285,9286,9283,9286,0.0005
21.07.2020 07:46:00.000 GMT-0300,9287,9288,9285,9288,0.0014
21.07.2020 07:47:00.000 GMT-0300,9288,9292,9288,9292,0.0009
21.07.2020 07:48:00.000 GMT-0300,9292,9296,9292,9296,0.0016
21.07.2020 07:49:00.000 GMT-0300,9296,9296,9292,9292,0.0023
21.07.2020 07:50:00.000 GMT-0300,9292,9293,9291,9292,0.0011
21.07.2020 07:51:00.000 GMT-0300,9292,9293,9291,9291,0.0019
21.07.2020 07:52:00.000 GMT-0300,9291,9292,9287,9288,0.0016
21.07.2020 07:53:00.000 GMT-0300,9287,9289,9287,9287,0.0001
21.07.2020 07:54:00.000 GMT-0300,9287,9287,9287,9287,0.0002
21.07.2020 07:55:00.000 GMT-0300,9287,9289,9287,9289,0.0001
21.07.2020 07:56:00.000 GMT-0300,9289,9291,9289,9291,0.0005
21.07.2020 07:57:00.000 GMT-0300,9291,9298,9290,9298,0.0018
21.07.2020 07:58:00.000 GMT-0300,9297,9298,9295,9297,0.0015
21.07.2020 07:59:00.000 GMT-0300,9297,9300,9297,9300,0.0026
21.07.2020 08:00:00.000 GMT-0300,9299,9301,9298,9301,0.001
21.07.2020 08:01:00.000 GMT-0300,9301,9301,9297,9297,0.002
21.07.2020 08:02:00.000 GMT-0300,9297,9297,9296,9296,0.0016
21.07.2020 08:03:00.000 GMT-0300,9296,9298,9288,9289,0.0023
21.07.2020 08:04:00.000 GMT-0300,9289,9292,9289,9292,0.0002
21.07.2020 08:05:00.000 GMT-0300,9292,9300,9291,9300,0.0008
21.07.2020 08:06:00.000 GMT-0300,9300,9301,9298,9300,0.0014
21.07.2020 08:07:00.000 GMT-0300,9300,9300,9298,9300,0.0008
21.07.2020 08:08:00.000 GMT-0300,9299,9300,9296,9296,0.0014
21.07.2020 08:09:00.000 GMT-0300,9297,9297,9295,9295,0.0013
21.07.2020 08:10:00.000 GMT-0300,9295,9295,9294,9295,0.0007
21.07.2020 08:11:00.000 GMT-0300,9295,9295,9291,9291,0.0011
21.07.2020 08:12:00.000 GMT-0300,9291,9292,9290,9292,0.0007
21.07.2020 08:13:00.000 GMT-0300,9292,9294,9291,9294,0.0008
21.07.2020 08:14:00.000 GMT-0300,9294,9296,9294,9295,0.0006
21.07.2020 08:15:00.000 GMT-0300,9295,9297,9295,9296,0.0007
21.07.2020 08:16:00.000 GMT-0300,9297,9298,9295,9297,0.0012
21.07.2020 08:17:00.000 GMT-0300,9297,9297,9295,9296,0.001
21.07.2020 08:18:00.000 GMT-0300,9296,9296,9293,9296,0.0019
21.07.2020 08:19:00.000 GMT-0300,9296,9296,9294,9295,0.0013
21.07.2020 08:20:00.000 GMT-0300,9295,9295,9294,9294,0.0003
21.07.2020 08:21:00.000 GMT-0300,9294,9294,9293,9293,0.0015
21.07.2020 08:22:00.000 GMT-0300,9293,9293,9286,9286,0.0011
21.07.2020 08:23:00.000 GMT-0300,9286,9286,9285,9286,0.0007
21.07.2020 08:24:00.000 GMT-0300,9286,9286,9285,9285,0.0003
21.07.2020 08:25:00.000 GMT-0300,9284,9284,9284,9284,0.0012
21.07.2020 08:26:00.000 GMT-0300,9284,9284,9282,9284,0.0003
21.07.2020 08:27:00.000 GMT-0300,9285,9286,9284,9286,0.0008
21.07.2020 08:28:00.000 GMT-0300,9286,9290,9286,9290,0.0012
21.07.2020 08:29:00.000 GMT-0300,9290,9292,9287,9290,0.0031
21.07.2020 08:30:00.000 GMT-0300,9290,9290,9289,9289,0.0004
21.07.2020 08:31:00.000 GMT-0300,9289,9290,9289,9290,0.001
21.07.2020 08:32:00.000 GMT-0300,9290,9290,9289,9290,0.001
21.07.2020 08:33:00.000 GMT-0300,9290,9290,9288,9288,0.0028
21.07.2020 08:34:00.000 GMT-0300,9288,9288,9288,9288,0.0001
21.07.2020 08:35:00.000 GMT-0300,9287,9287,9287,9287,0.0003
21.07.2020 08:36:00.000 GMT-0300,9286,9287,9286,9287,0.0002
21.07.2020 08:37:00.000 GMT-0300,9287,9287,9286,9287,0.0006
21.07.2020 08:38:00.000 GMT-0300,9287,9287,9285,9287,0.0002
21.07.2020 08:39:00.000 GMT-0300,9286,9287,9286,9287,0.0002
21.07.2020 08:40:00.000 GMT-0300,9287,9287,9287,9287,0.0003
21.07.2020 08:41:00.000 GMT-0300,9287,9287,9286,9286,0.0005
21.07.2020 08:42:00.000 GMT-0300,9285,9286,9285,9286,0.0001
21.07.2020 08:43:00.000 GMT-0300,9286,9286,9284,9286,0.0001
21.07.2020 08:44:00.000 GMT-0300,9286,9287,9285,9285,0.0005
21.07.2020 08:45:00.000 GMT-0300,9285,9288,9285,9287,0.0006
21.07.2020 08:46:00.000 GMT-0300,9287,9289,9287,9288,0.0004
21.07.2020 08:47:00.000 GMT-0300,9288,9289,9286,9289,0.0003
21.07.2020 08:48:00.000 GMT-0300,9289,9293,9289,9292,0.0008
21.07.2020 08:49:00.000 GMT-0300,9291,9292,9291,9291,0.0001
21.07.2020 08:50:00.000 GMT-0300,9291,9292,9289,9289,0.0001
21.07.2020 08:51:00.000 GMT-0300,9289,9289,9287,9287,0
21.07.2020 08:52:00.000 GMT-0300,9287,9287,9287,9287,0
21.07.2020 08:53:00.000 GMT-0300,9288,9288,9288,9288,0.0001
21.07.2020 08:54:00.000 GMT-0300,9288,9289,9288,9289,0.0001
21.07.2020 08:55:00.000 GMT-0300,9289,9289,9289,9289,0.0001
21.07.2020 08:56:00.000 GMT-0300,9289,9289,9288,9289,0.0005
21.07.2020 08:57:00.000 GMT-0300,9291,9292,9290,9291,0.0017
21.07.2020 08:58:00.000 GMT-0300,9292,9293,9291,9292,0.0011
21.07.2020 08:59:00.000 GMT-0300,9290,9296,9290,9294,0.0008
21.07.2020 09:00:00.000 GMT-0300,9294,9302,9294,9302,0.0008
21.07.2020 09:01:00.000 GMT-0300,9302,9302,9301,9302,0.0006
21.07.2020 09:02:00.000 GMT-0300,9302,9302,9300,9302,0.0009
21.07.2020 09:03:00.000 GMT-0300,9302,9303,9302,9302,0.0016
21.07.2020 09:04:00.000 GMT-0300,9302,9302,9302,9302,0.0006
21.07.2020 09:05:00.000 GMT-0300,9302,9302,9300,9302,0.0013
21.07.2020 09:06:00.000 GMT-0300,9302,9303,9302,9303,0.0006
21.07.2020 09:07:00.000 GMT-0300,9303,9303,9303,9303,0.0015
21.07.2020 09:08:00.000 GMT-0300,9299,9303,9299,9302,0.0005
