,y+1
3696,0.782
3697,0.784
3698,0.764
3699,0.772
3700,0.6579999999999999
3701,0.5660000000000001
3702,0.652
3703,0.634
3704,0.636
3705,0.636
3706,0.638
3707,0.634
3708,0.634
3709,0.628
3710,0.6459999999999999
3711,0.584
3712,0.5820000000000001
3713,0.5760000000000001
3714,0.5660000000000001
3715,0.562
3716,0.5720000000000001
3717,0.564
3718,0.578
3719,0.588
3720,0.5920000000000001
3721,0.5820000000000001
3722,0.614
3723,0.648
3724,0.648
3725,1.3
3726,1.976
3727,1.922
3728,1.6480000000000001
3729,2.5860000000000003
3730,3.068
3731,3.05
3732,3.032
3733,3.052
3734,3.21
3735,3.194
3736,3.1039999999999996
3737,3.2880000000000003
3738,3.284
3739,3.408
3740,3.594
3741,3.5180000000000002
3742,2.99
3743,3.278
3744,4.034
3745,3.022
3746,2.924
3747,3.074
3748,2.92
3749,2.8760000000000003
3750,2.884
3751,2.85
3752,2.83
3753,2.8080000000000003
3754,2.7239999999999998
3755,2.9139999999999997
3756,3.108
3757,3.138
3758,3.0839999999999996
3759,1.932
3760,2.306
3761,3.9619999999999997
3762,3.948
3763,4.2139999999999995
3764,4.32
3765,4.308
3766,4.266
3767,4.348
3768,4.352
3769,4.3580000000000005
3770,4.372
3771,4.2860000000000005
3772,3.8480000000000003
3773,1.96
3774,1.976
3775,2.508
3776,1.936
3777,1.864
3778,1.8159999999999998
3779,1.848
3780,1.8980000000000001
3781,2.02
3782,1.8719999999999999
3783,1.834
3784,1.796
3785,1.828
3786,1.58
3787,1.5659999999999998
3788,1.4080000000000001
3789,1.818
3790,1.724
3791,1.6480000000000001
3792,1.726
3793,1.73
3794,3.864
3795,3.94
3796,4.04
3797,5.808
3798,5.354
3799,5.47
3800,5.5360000000000005
3801,6.662000000000001
3802,7.827999999999999
3803,7.84
3804,7.818
3805,7.816
3806,6.497999999999999
3807,5.768
3808,5.774
3809,6.9639999999999995
3810,7.746
3811,6.78
3812,5.814
3813,4.978
3814,5.024
3815,5.994
3816,5.827999999999999
3817,5.68
3818,5.494
3819,4.6739999999999995
3820,5.6979999999999995
3821,5.667999999999999
3822,3.542
3823,2.944
3824,3.492
3825,2.944
3826,2.064
3827,2.5140000000000002
3828,2.242
3829,1.492
3830,2.642
3831,2.53
3832,1.77
3833,2.642
3834,2.7319999999999998
3835,1.112
3836,2.3
3837,1.864
3838,2.0180000000000002
3839,1.182
3840,2.494
3841,1.412
3842,0.6759999999999999
3843,0.848
3844,0.546
3845,0.506
3846,0.55
3847,0.514
3848,0.54
3849,0.514
3850,0.524
3851,0.428
3852,0.33
3853,0.35
3854,0.268
3855,0.24600000000000002
3856,0.226
3857,0.252
3858,0.23199999999999998
3859,0.25
3860,0.23
3861,0.244
3862,0.228
3863,0.25
3864,0.23800000000000002
3865,0.302
3866,0.32
3867,0.302
3868,0.326
3869,0.308
3870,0.326
3871,0.302
3872,0.316
3873,0.298
3874,0.308
3875,0.222
3876,0.244
3877,0.23
3878,0.324
3879,0.332
3880,0.344
3881,0.324
3882,0.34
3883,0.316
3884,0.332
3885,0.312
3886,0.33
3887,0.316
3888,0.33399999999999996
3889,0.316
3890,0.33799999999999997
3891,0.32
3892,0.302
3893,0.222
3894,0.242
3895,0.23399999999999999
3896,0.23
3897,0.244
3898,0.22399999999999998
3899,0.244
3900,0.22399999999999998
3901,0.244
3902,0.226
3903,0.244
3904,0.316
3905,0.41
3906,0.392
3907,0.408
3908,0.39
3909,0.41
3910,0.386
3911,0.598
3912,0.58
3913,0.546
3914,0.51
3915,0.524
3916,0.56
3917,0.63
3918,0.612
3919,0.42200000000000004
3920,1.492
3921,1.224
3922,0.5660000000000001
3923,0.5660000000000001
3924,0.586
3925,0.5660000000000001
3926,0.584
3927,0.5660000000000001
3928,0.56
3929,0.55
3930,0.45799999999999996
3931,0.39399999999999996
3932,0.392
3933,0.4
3934,1.476
3935,2.41
3936,1.942
3937,2.452
3938,1.93
3939,3.734
3940,4.602
3941,4.698
3942,4.702
3943,4.702
3944,4.66
3945,4.618
3946,4.668
3947,4.542
3948,1.696
3949,1.8719999999999999
3950,2.404
3951,2.226
3952,1.246
3953,2.412
3954,1.8519999999999999
3955,1.808
3956,2.5639999999999996
3957,1.558
3958,2.158
3959,2.3080000000000003
3960,1.364
3961,2.56
3962,1.798
3963,1.95
3964,2.4
3965,1.5959999999999999
3966,2.6919999999999997
3967,1.838
3968,2.25
3969,2.072
3970,1.4880000000000002
3971,2.392
3972,1.3419999999999999
3973,2.088
3974,1.6440000000000001
3975,1.78
3976,1.876
3977,1.536
3978,2.38
3979,1.268
3980,2.162
3981,1.766
3982,1.828
3983,2.162
3984,1.436
3985,2.484
3986,1.368
3987,2.2159999999999997
3988,1.636
3989,1.848
3990,1.8940000000000001
3991,1.492
3992,1.516
3993,2.302
3994,1.11
3995,2.488
3996,1.324
3997,2.056
3998,1.4380000000000002
3999,0.61
4000,0.5660000000000001
4001,0.606
4002,0.578
4003,0.586
4004,0.5720000000000001
4005,0.586
4006,0.484
4007,0.29600000000000004
4008,0.314
4009,0.29
4010,0.308
4011,0.28800000000000003
4012,0.304
4013,0.284
4014,0.302
4015,0.282
4016,0.302
4017,0.282
4018,0.3
4019,0.284
4020,0.382
4021,0.37799999999999995
4022,0.36200000000000004
4023,0.38
4024,0.35200000000000004
4025,0.368
4026,0.34
4027,0.294
4028,0.252
4029,0.22
4030,0.20199999999999999
4031,0.284
4032,0.314
4033,0.33
4034,0.308
4035,0.33
4036,0.314
4037,0.332
4038,0.304
4039,0.32
4040,0.3
4041,0.32
4042,0.3
4043,0.32
4044,0.3
4045,0.24600000000000002
4046,0.204
4047,0.22399999999999998
4048,0.20600000000000002
4049,0.22399999999999998
4050,0.21600000000000003
4051,0.22399999999999998
4052,0.23199999999999998
4053,0.204
4054,0.22399999999999998
4055,0.20600000000000002
4056,0.22399999999999998
4057,0.204
4058,0.22399999999999998
4059,0.25
4060,0.3
4061,0.28
4062,0.298
4063,0.278
4064,0.29600000000000004
4065,0.278
4066,0.498
4067,0.484
4068,0.436
4069,0.43
4070,0.534
4071,0.526
4072,0.53
4073,0.518
4074,0.326
4075,0.322
4076,0.308
4077,0.322
4078,0.302
4079,0.318
4080,0.304
4081,0.326
4082,0.306
4083,0.284
4084,0.204
4085,0.222
4086,0.20199999999999999
4087,0.22
4088,0.20199999999999999
4089,0.222
4090,0.20199999999999999
4091,0.222
4092,0.20199999999999999
4093,0.222
4094,0.204
4095,0.22399999999999998
4096,0.20800000000000002
4097,0.23
4098,0.20800000000000002
4099,0.268
4100,0.28
4101,0.3
4102,0.282
4103,0.304
4104,0.294
4105,0.29600000000000004
4106,0.3
4107,0.282
4108,0.358
4109,0.318
4110,0.33399999999999996
4111,0.318
4112,0.33799999999999997
4113,0.316
4114,0.33399999999999996
4115,0.314
4116,0.326
4117,0.308
4118,0.324
4119,0.344
4120,0.408
4121,0.37200000000000005
4122,0.314
4123,0.294
4124,0.314
4125,0.298
4126,0.322
4127,0.302
4128,0.32
4129,0.3
4130,0.318
4131,0.298
4132,0.316
4133,0.29
4134,0.308
4135,0.29600000000000004
4136,0.29600000000000004
4137,0.306
4138,0.28600000000000003
4139,0.304
4140,0.37
4141,0.38799999999999996
4142,0.368
4143,0.38799999999999996
4144,0.33399999999999996
4145,0.312
4146,0.37200000000000005
4147,0.42200000000000004
4148,0.376
4149,0.336
4150,0.314
4151,0.332
4152,0.308
4153,0.326
4154,0.306
4155,0.326
4156,0.312
4157,0.33399999999999996
4158,0.312
4159,0.33399999999999996
4160,0.23800000000000002
4161,0.23600000000000002
4162,0.21600000000000003
4163,0.228
4164,0.21
4165,0.23
4166,0.22399999999999998
4167,0.218
4168,0.23199999999999998
4169,0.212
4170,0.23199999999999998
4171,0.218
4172,0.23600000000000002
4173,0.21600000000000003
4174,0.23399999999999999
4175,0.21600000000000003
4176,0.23600000000000002
4177,0.21
4178,0.228
4179,0.21
4180,0.284
4181,0.28600000000000003
4182,0.308
4183,0.29
4184,0.354
4185,0.39
4186,0.408
4187,0.384
4188,0.39399999999999996
4189,0.312
4190,0.314
4191,0.29
4192,0.308
4193,0.28800000000000003
4194,0.306
4195,0.29
4196,0.304
4197,0.304
4198,0.256
4199,0.212
4200,0.196
4201,0.22
4202,0.2
4203,0.22
4204,0.2
4205,0.218
4206,0.198
4207,0.212
4208,0.19399999999999998
4209,0.214
4210,0.196
4211,0.218
4212,0.20199999999999999
4213,0.21600000000000003
4214,0.198
4215,0.222
4216,0.20800000000000002
4217,0.23
4218,0.21
4219,0.23
4220,0.252
4221,0.406
4222,0.39
4223,0.522
4224,0.426
4225,0.39799999999999996
4226,0.38799999999999996
4227,0.74
4228,1.53
4229,1.494
4230,1.44
4231,1.406
4232,1.432
4233,1.4380000000000002
4234,1.436
4235,1.4040000000000001
4236,1.422
4237,1.314
4238,1.3259999999999998
4239,1.298
4240,1.3019999999999998
4241,1.2919999999999998
4242,1.3159999999999998
4243,1.296
4244,1.314
4245,1.364
4246,1.402
4247,1.386
4248,1.41
4249,1.374
4250,1.392
4251,1.376
4252,1.4
4253,1.37
4254,1.3780000000000001
4255,1.35
4256,1.374
4257,1.368
4258,1.3619999999999999
4259,1.37
4260,1.35
4261,1.462
4262,1.5319999999999998
4263,1.558
4264,1.5519999999999998
4265,1.5719999999999998
4266,1.548
4267,1.57
4268,1.546
4269,1.538
4270,1.45
4271,1.416
4272,1.376
4273,1.3940000000000001
4274,1.38
4275,1.32
4276,1.294
4277,1.36
4278,1.294
4279,1.376
4280,1.354
4281,1.324
4282,1.306
4283,1.31
4284,1.29
4285,1.306
4286,1.27
4287,1.298
4288,1.28
4289,1.276
4290,1.3019999999999998
4291,1.2919999999999998
4292,1.306
4293,1.2819999999999998
4294,1.284
4295,1.268
4296,1.2919999999999998
4297,1.274
4298,1.2919999999999998
4299,1.314
4300,1.3840000000000001
4301,1.358
4302,1.374
4303,1.3940000000000001
4304,1.426
4305,1.4240000000000002
4306,1.5519999999999998
4307,1.544
4308,1.55
4309,1.53
4310,1.54
4311,1.5119999999999998
4312,1.504
4313,1.53
4314,1.692
4315,1.4480000000000002
4316,1.504
4317,1.6219999999999999
4318,1.6119999999999999
4319,1.446
4320,1.432
4321,1.446
4322,1.422
4323,1.436
4324,1.5619999999999998
4325,1.56
4326,1.692
4327,1.9880000000000002
4328,2.274
4329,2.292
4330,2.2680000000000002
4331,2.294
4332,2.2640000000000002
4333,2.276
4334,2.258
4335,2.276
4336,2.2640000000000002
4337,2.332
4338,2.276
4339,2.112
4340,2.1
4341,2.146
4342,2.09
4343,3.036
4344,3.588
4345,3.7039999999999997
4346,3.628
4347,3.628
4348,3.6239999999999997
4349,3.7260000000000004
4350,3.762
4351,3.9960000000000004
4352,3.798
4353,3.904
4354,3.85
4355,2.36
4356,2.306
4357,2.292
4358,2.322
4359,2.352
4360,2.448
4361,2.502
4362,2.3680000000000003
4363,2.542
4364,2.8139999999999996
4365,2.822
4366,2.918
4367,2.638
4368,2.7439999999999998
4369,2.734
4370,2.764
4371,2.656
4372,2.694
4373,3.696
4374,2.948
4375,2.654
4376,2.364
4377,2.248
4378,2.068
4379,1.6119999999999999
4380,1.9880000000000002
4381,1.8719999999999999
4382,1.818
4383,1.8419999999999999
4384,2.242
4385,2.294
4386,2.282
4387,2.138
4388,2.126
4389,2.112
4390,2.0340000000000003
4391,2.04
4392,2.004
4393,2.088
4394,2.11
4395,1.944
4396,1.92
4397,1.9280000000000002
4398,1.93
4399,1.906
4400,1.8019999999999998
4401,1.824
4402,1.844
4403,1.85
4404,1.8359999999999999
4405,1.854
4406,1.828
4407,1.848
4408,1.8359999999999999
4409,1.854
4410,1.854
4411,1.834
4412,1.886
4413,1.8619999999999999
4414,1.986
4415,1.97
4416,1.97
4417,1.952
4418,1.99
4419,2.046
4420,1.956
4421,1.8419999999999999
4422,2.38
4423,2.072
4424,2.0540000000000003
4425,1.548
4426,1.476
4427,1.3559999999999999
4428,1.3980000000000001
4429,1.354
4430,1.374
4431,1.3619999999999999
4432,1.35
4433,1.338
4434,1.34
4435,1.368
4436,2.048
4437,2.41
4438,2.218
4439,2.36
4440,2.364
4441,2.36
4442,2.37
4443,2.38
4444,2.356
4445,2.354
4446,2.364
4447,2.3680000000000003
4448,2.364
4449,2.362
4450,2.374
4451,2.372
4452,2.4859999999999998
4453,2.498
4454,1.8880000000000001
4455,1.544
4456,1.528
4457,1.4880000000000002
4458,1.3359999999999999
4459,1.34
4460,1.344
4461,1.3319999999999999
4462,1.3359999999999999
4463,1.3419999999999999
4464,1.34
4465,1.344
4466,1.416
4467,1.42
4468,1.28
4469,1.278
4470,1.6880000000000002
4471,1.9480000000000002
4472,1.984
4473,2.324
4474,2.122
4475,1.9040000000000001
4476,2.144
4477,2.166
4478,2.004
4479,1.8980000000000001
4480,1.626
4481,1.784
4482,3.466
4483,2.9219999999999997
4484,3.324
4485,2.51
4486,2.714
4487,2.7880000000000003
4488,3.366
4489,3.532
4490,4.144
4491,4.1419999999999995
4492,4.186
4493,5.3420000000000005
4494,5.586
4495,4.166
4496,4.216
4497,3.266
4498,4.258
4499,5.15
4500,4.038
4501,2.76
4502,4.412
4503,4.126
4504,3.322
4505,3.3560000000000003
4506,3.838
4507,3.182
4508,3.54
4509,2.0780000000000003
4510,2.49
4511,2.764
4512,1.798
4513,3.0039999999999996
4514,2.17
4515,2.412
4516,2.75
4517,1.834
4518,2.9360000000000004
4519,1.992
4520,2.42
4521,2.51
4522,1.9040000000000001
4523,2.92
4524,1.724
4525,2.6860000000000004
4526,2.182
4527,2.214
4528,2.7119999999999997
4529,1.848
4530,2.986
4531,1.9580000000000002
4532,2.508
4533,2.41
4534,2.044
4535,2.844
4536,1.71
4537,2.792
4538,1.992
4539,2.43
4540,2.354
4541,2.036
4542,2.736
4543,1.6
4544,2.7119999999999997
4545,1.9280000000000002
4546,2.3
4547,2.3680000000000003
4548,1.818
4549,2.7960000000000003
4550,1.906
4551,2.436
4552,2.472
4553,1.8119999999999998
4554,2.582
4555,1.0959999999999999
4556,1.304
4557,2.144
4558,2.3
4559,2.33
4560,0.804
4561,1.52
4562,1.976
4563,2.7739999999999996
4564,0.9640000000000001
4565,0.828
4566,0.838
4567,0.932
4568,0.888
4569,0.9159999999999999
4570,0.884
4571,0.914
4572,0.7340000000000001
4573,0.7040000000000001
4574,0.728
4575,0.72
4576,0.716
4577,0.722
4578,0.698
4579,0.72
4580,0.664
4581,0.628
4582,0.616
4583,0.628
4584,0.606
4585,0.622
4586,0.604
4587,0.616
4588,0.602
4589,0.616
4590,0.632
4591,0.7
4592,0.882
4593,1.932
4594,1.446
4595,1.3459999999999999
4596,0.968
4597,0.986
4598,0.9640000000000001
4599,1.012
4600,0.9940000000000001
4601,0.988
4602,0.97
4603,1.102
4604,0.7659999999999999
4605,0.81
4606,0.802
4607,0.794
4608,0.8059999999999999
4609,0.7859999999999999
4610,0.804
4611,0.884
4612,0.884
4613,0.866
4614,0.882
4615,0.86
4616,0.858
4617,0.826
4618,0.81
4619,0.7140000000000001
4620,0.736
4621,0.716
4622,0.7340000000000001
4623,0.7140000000000001
4624,0.728
4625,0.706
4626,0.7240000000000001
4627,0.698
4628,0.752
4629,0.768
4630,0.618
4631,0.584
4632,0.718
4633,0.716
4634,0.7140000000000001
4635,0.7140000000000001
4636,0.6859999999999999
4637,0.65
4638,0.602
4639,0.524
4640,0.376
4641,0.396
4642,0.37200000000000005
4643,0.48
4644,0.484
4645,0.498
4646,0.478
4647,0.494
4648,0.478
4649,0.494
4650,0.47600000000000003
4651,0.498
4652,0.45799999999999996
4653,0.478
4654,0.456
4655,0.46799999999999997
4656,0.45
4657,0.39
4658,0.354
4659,0.37200000000000005
4660,0.36200000000000004
4661,0.36200000000000004
4662,0.37200000000000005
4663,0.354
4664,0.37200000000000005
4665,0.354
4666,0.39799999999999996
4667,0.434
4668,0.45399999999999996
4669,0.386
4670,0.392
4671,0.37
4672,0.386
4673,0.366
4674,0.386
4675,0.368
4676,0.34
4677,0.324
4678,0.382
4679,0.298
4680,0.314
4681,0.33799999999999997
4682,0.428
4683,0.406
4684,0.42200000000000004
4685,0.4
4686,0.418
4687,0.39799999999999996
4688,0.414
4689,0.396
4690,0.41600000000000004
4691,0.408
4692,0.4
4693,0.414
4694,0.396
4695,0.368
4696,0.298
4697,0.318
4698,0.3
4699,0.318
4700,0.3
4701,0.32
4702,0.302
4703,0.312
4704,0.292
4705,0.366
4706,0.37200000000000005
4707,0.39399999999999996
4708,0.376
4709,0.392
4710,0.374
4711,0.5760000000000001
4712,0.56
4713,0.574
4714,0.44799999999999995
4715,0.8240000000000001
4716,0.958
4717,0.9740000000000001
4718,0.958
4719,0.976
4720,1.07
4721,1.0759999999999998
4722,1.06
4723,0.898
4724,0.968
4725,1.052
4726,0.9520000000000001
4727,0.41600000000000004
4728,0.526
4729,0.406
4730,0.426
4731,0.408
4732,0.36
4733,0.278
4734,0.228
4735,0.20800000000000002
4736,0.26
4737,0.292
4738,0.312
4739,0.294
4740,0.314
4741,0.29600000000000004
4742,0.316
4743,0.298
4744,0.38799999999999996
4745,0.37200000000000005
4746,0.39
4747,0.37200000000000005
4748,0.39
4749,0.368
4750,0.382
4751,0.368
4752,0.368
4753,0.31
4754,0.284
4755,0.304
4756,0.28800000000000003
4757,0.306
4758,0.35
4759,0.41600000000000004
4760,0.392
4761,0.348
4762,0.312
4763,0.32799999999999996
4764,0.308
4765,0.32799999999999996
4766,0.308
4767,0.326
4768,0.306
4769,0.324
4770,0.304
4771,0.31
4772,0.20600000000000002
4773,0.22399999999999998
4774,0.20600000000000002
4775,0.22399999999999998
4776,0.20600000000000002
4777,0.22399999999999998
4778,0.20600000000000002
4779,0.222
4780,0.204
4781,0.22399999999999998
4782,0.21600000000000003
4783,0.29
4784,0.302
4785,0.282
4786,0.302
4787,0.282
4788,0.298
4789,0.28
4790,0.298
4791,0.268
4792,0.228
4793,0.21
4794,0.228
4795,0.20800000000000002
4796,0.242
4797,0.316
4798,0.332
4799,0.31
4800,0.32799999999999996
4801,0.308
4802,0.326
4803,0.304
4804,0.32
4805,0.298
4806,0.316
4807,0.298
4808,0.316
4809,0.298
4810,0.24
4811,0.20199999999999999
4812,0.222
4813,0.218
4814,0.20800000000000002
4815,0.222
4816,0.204
4817,0.222
4818,0.204
4819,0.222
4820,0.204
4821,0.222
4822,0.204
4823,0.316
4824,0.28
4825,0.3
4826,0.28
4827,0.3
4828,0.28
4829,0.294
4830,0.27399999999999997
4831,0.258
4832,0.204
4833,0.222
4834,0.204
4835,0.28600000000000003
4836,0.314
4837,0.332
4838,0.312
4839,0.33
4840,0.312
4841,0.33
4842,0.316
4843,0.322
4844,0.326
4845,0.31
4846,0.326
4847,0.306
4848,0.292
4849,0.21
4850,0.228
4851,0.20800000000000002
4852,0.228
4853,0.20800000000000002
4854,0.226
4855,0.20800000000000002
4856,0.226
4857,0.20800000000000002
4858,0.226
4859,0.20600000000000002
4860,0.226
4861,0.21
4862,0.23
4863,0.264
4864,0.304
4865,0.28800000000000003
4866,0.36
4867,0.37200000000000005
4868,0.38799999999999996
4869,1.294
4870,1.5219999999999998
4871,1.474
4872,1.442
4873,1.426
4874,1.51
4875,1.53
4876,1.504
4877,1.526
4878,1.508
4879,1.52
4880,1.496
4881,1.516
4882,1.4980000000000002
4883,1.518
4884,1.492
4885,1.504
4886,1.47
4887,1.4280000000000002
4888,1.382
4889,1.406
4890,1.358
4891,1.3359999999999999
4892,1.32
4893,1.3319999999999999
4894,1.3119999999999998
4895,1.3259999999999998
4896,1.314
4897,0.5
4898,0.20800000000000002
4899,0.228
4900,0.21
4901,0.23
4902,0.21
4903,0.23
4904,0.276
4905,0.294
4906,0.306
4907,0.28600000000000003
4908,0.306
4909,0.28600000000000003
4910,0.304
4911,0.284
4912,0.282
4913,0.318
4914,0.34
4915,0.316
4916,0.332
4917,0.314
4918,0.332
4919,0.31
4920,0.326
4921,0.308
4922,0.326
4923,0.306
4924,0.326
4925,0.29600000000000004
4926,0.228
4927,0.212
4928,0.23
4929,0.21
4930,0.23
4931,0.20800000000000002
4932,0.228
4933,0.21
4934,0.228
4935,0.222
4936,0.212
4937,0.228
4938,0.21
4939,0.23
4940,0.21
4941,0.23
4942,0.21
4943,0.228
4944,0.21
4945,0.228
4946,0.29
4947,0.304
4948,0.28600000000000003
4949,0.304
4950,0.28600000000000003
4951,0.36200000000000004
4952,0.39399999999999996
4953,0.408
4954,0.336
4955,0.332
4956,0.32
4957,0.34
4958,0.318
4959,0.33399999999999996
4960,0.306
4961,0.324
4962,0.306
4963,0.326
4964,0.244
4965,0.22399999999999998
4966,0.23
4967,0.212
4968,0.23199999999999998
4969,0.212
4970,0.23199999999999998
4971,0.21600000000000003
4972,0.23800000000000002
4973,0.218
4974,0.23600000000000002
4975,0.21600000000000003
4976,0.23600000000000002
4977,0.21600000000000003
4978,0.23199999999999998
4979,0.21
4980,0.23
4981,0.212
4982,0.25
4983,0.228
4984,0.23399999999999999
4985,0.20800000000000002
4986,0.23
4987,0.21600000000000003
4988,0.276
4989,0.292
4990,0.38799999999999996
4991,0.40399999999999997
4992,0.42
4993,0.39799999999999996
4994,0.414
4995,0.392
4996,0.38799999999999996
4997,0.31
4998,0.308
4999,0.306
5000,0.40399999999999997
5001,0.39399999999999996
5002,0.392
5003,0.302
5004,0.3
5005,0.3
5006,0.3
5007,0.3
5008,0.3
5009,0.298
5010,0.29
5011,0.28800000000000003
5012,0.28600000000000003
5013,0.28600000000000003
5014,0.28600000000000003
5015,0.28600000000000003
5016,0.29
5017,0.29
5018,0.292
5019,0.29
5020,0.29
5021,0.28800000000000003
5022,0.28600000000000003
5023,0.284
5024,0.21
5025,0.204
5026,0.20600000000000002
5027,0.20600000000000002
5028,0.20600000000000002
5029,0.306
5030,0.316
5031,0.33799999999999997
5032,0.39399999999999996
5033,0.392
5034,0.38799999999999996
5035,0.384
5036,0.38
5037,0.37799999999999995
5038,0.376
5039,0.374
5040,0.332
5041,0.3
5042,0.20800000000000002
5043,0.204
5044,0.20199999999999999
5045,0.20199999999999999
5046,0.20199999999999999
5047,0.20199999999999999
5048,0.204
5049,0.204
5050,0.204
5051,0.204
5052,0.204
5053,0.20600000000000002
5054,0.204
5055,0.204
5056,0.204
5057,0.20199999999999999
5058,0.204
5059,0.204
5060,0.20199999999999999
5061,0.204
5062,0.204
5063,0.204
5064,0.204
5065,0.204
5066,0.204
5067,0.204
5068,0.322
5069,0.314
5070,0.312
5071,0.31
5072,0.308
5073,0.306
5074,0.306
5075,0.342
5076,0.386
5077,0.386
5078,0.386
5079,0.382
5080,0.36200000000000004
5081,0.284
5082,0.282
5083,0.28
5084,0.212
5085,0.20800000000000002
5086,0.20800000000000002
5087,0.20800000000000002
5088,0.20800000000000002
5089,0.20800000000000002
5090,0.20800000000000002
5091,0.20800000000000002
5092,0.20800000000000002
5093,0.20800000000000002
5094,0.21
5095,0.21
5096,0.20800000000000002
5097,0.20800000000000002
5098,0.20800000000000002
5099,0.20800000000000002
5100,0.20800000000000002
5101,0.21
5102,0.20800000000000002
5103,0.20800000000000002
5104,0.21
5105,0.20800000000000002
5106,0.264
5107,0.35200000000000004
5108,0.38
5109,0.38
5110,0.376
5111,0.37200000000000005
5112,0.37200000000000005
5113,0.368
5114,0.366
5115,0.364
5116,0.47200000000000003
5117,0.63
5118,0.574
5119,0.318
5120,0.29
5121,0.292
5122,0.29
5123,0.29
5124,0.29
5125,0.28800000000000003
5126,0.28
5127,0.268
5128,0.21
5129,0.212
5130,0.21
5131,0.20600000000000002
5132,0.20600000000000002
5133,0.20800000000000002
5134,0.21
5135,0.212
5136,0.244
5137,0.314
5138,0.308
5139,0.306
5140,0.314
5141,0.316
5142,0.32
5143,0.324
5144,0.322
5145,0.41600000000000004
5146,0.488
5147,0.49200000000000005
5148,0.58
5149,0.872
5150,4.664
5151,4.774
5152,1.3019999999999998
5153,1.874
5154,2.758
5155,1.238
5156,1.288
5157,1.244
5158,1.204
5159,1.1079999999999999
5160,1.044
5161,1.034
5162,1.162
5163,1.158
5164,1.16
5165,1.166
5166,1.1640000000000001
5167,1.156
5168,1.158
5169,1.1440000000000001
5170,1.112
5171,1.088
5172,1.094
5173,1.1159999999999999
5174,1.178
5175,1.176
5176,1.168
5177,1.172
5178,1.258
5179,2.104
5180,2.608
5181,2.602
5182,2.5580000000000003
5183,2.59
5184,2.638
5185,2.628
5186,2.636
5187,2.614
5188,2.582
5189,2.532
5190,2.522
5191,2.832
5192,3.05
5193,2.9819999999999998
5194,3.13
5195,3.542
5196,5.166
5197,5.646
5198,5.892
5199,5.974
5200,5.9879999999999995
5201,5.9239999999999995
5202,5.768
5203,5.718
5204,5.757999999999999
5205,5.756
5206,5.728
5207,5.416
5208,5.26
5209,5.32
5210,4.038
5211,3.1260000000000003
5212,2.95
5213,2.67
5214,2.36
5215,2.274
5216,2.588
5217,2.772
5218,2.8680000000000003
5219,2.426
5220,2.248
5221,2.2880000000000003
5222,2.33
5223,2.278
5224,2.3040000000000003
5225,2.3
5226,2.2840000000000003
5227,2.544
5228,2.662
5229,2.6239999999999997
5230,2.61
5231,2.214
5232,1.59
5233,1.564
5234,2.298
5235,2.36
5236,1.996
5237,2.164
5238,1.47
5239,1.4080000000000001
5240,1.39
5241,1.386
5242,1.294
5243,1.294
5244,1.3259999999999998
5245,1.3659999999999999
5246,1.36
5247,1.402
5248,1.474
5249,1.474
5250,1.466
5251,1.402
5252,1.3419999999999999
5253,1.33
5254,1.286
5255,1.286
5256,1.286
5257,1.2919999999999998
5258,1.288
5259,1.3
5260,1.3880000000000001
5261,1.3880000000000001
5262,1.386
5263,1.374
5264,1.376
5265,1.38
5266,1.3840000000000001
5267,1.3780000000000001
5268,1.38
5269,1.4
5270,1.3880000000000001
5271,1.452
5272,1.476
5273,1.446
5274,1.39
5275,1.38
5276,1.386
5277,1.39
5278,1.3840000000000001
5279,1.382
5280,1.38
5281,1.376
5282,1.3659999999999999
5283,1.376
5284,1.392
5285,1.386
5286,1.4680000000000002
5287,1.4580000000000002
5288,1.452
5289,1.456
5290,1.4580000000000002
5291,1.452
5292,1.456
5293,1.452
5294,1.446
5295,1.34
5296,1.306
5297,1.304
5298,1.4080000000000001
5299,1.4180000000000001
5300,1.406
5301,1.41
5302,1.4040000000000001
5303,1.3980000000000001
5304,1.396
5305,1.392
5306,1.386
5307,1.386
5308,1.3940000000000001
5309,1.392
5310,1.396
5311,1.3880000000000001
5312,1.2919999999999998
5313,1.29
5314,1.2919999999999998
5315,1.294
5316,1.296
5317,1.286
5318,1.288
5319,1.3019999999999998
5320,1.298
5321,1.294
5322,1.298
5323,1.2919999999999998
5324,1.286
5325,1.278
5326,1.278
5327,1.3619999999999999
5328,1.36
5329,1.368
5330,1.3559999999999999
5331,1.3459999999999999
5332,1.3559999999999999
5333,1.354
5334,1.3359999999999999
5335,1.328
5336,1.36
5337,1.358
5338,1.364
5339,1.36
5340,1.358
5341,1.3659999999999999
5342,1.3559999999999999
5343,1.358
5344,1.354
5345,1.358
5346,1.3519999999999999
5347,1.3559999999999999
5348,1.354
5349,1.3559999999999999
5350,1.298
5351,1.272
5352,1.272
5353,1.27
5354,1.268
5355,1.26
5356,1.26
5357,1.254
5358,1.256
5359,1.25
5360,1.25
5361,1.25
5362,1.256
5363,1.256
5364,1.256
5365,1.252
5366,1.258
5367,1.258
5368,1.584
5369,3.2460000000000004
5370,3.342
5371,3.096
5372,3.48
5373,2.968
5374,3.54
5375,3.6239999999999997
5376,4.842
5377,4.106
5378,3.542
5379,3.516
5380,3.5180000000000002
5381,3.53
5382,3.5260000000000002
5383,3.502
5384,3.502
5385,3.5439999999999996
5386,3.56
5387,3.548
5388,3.536
