"","x"
"103",0.425172962619083
"104",0.387005856506855
"105",0.610108240661219
"106",0.437180436651609
"107",0.464724866740031
"108",0.421583889273352
"109",0.233015964851614
"110",0.411183485934404
"111",0.240663542932468
"112",0.245083976285945
"113",0.465472736784523
"114",0.336227844470366
"115",0.322536418162652
"116",0.357904910190017
"117",0.298627414958734
"118",0.399432863696851
"119",0.458162060551302
"120",0.338487626644581
"121",0.414688227195803
"122",0.175057823964093
"123",0.38304616786931
"124",0.482037800172858
"125",0.517377642758909
"126",0.399490064739656
"127",0.438303115274561
"128",0.357139692581181
"129",0.341888315278594
"130",0.451123956402587
"131",0.305603526166645
"132",0.575998601385475
"133",0.400196910944121
"134",0.504429407387442
"135",0.302349800436198
"136",0.322327352205711
"137",0.28394535650424
"138",0.469635077164434
"139",0.372223264918905
"140",0.330049410967165
"141",0.588010812727175
"142",0.36706790008389
"143",0.279481420981754
"144",0.393507263001253
"145",0.573542515980949
"146",0.361293169163143
"147",0.334706179074854
"148",0.410353750215011
"149",0.301316979147698
"150",0.179449181203429
"151",0.443369039679942
"152",0.386375839102581
"153",0.576874388866859
"154",0.365473888497574
"155",0.339232004713654
"156",0.593778865638146
"157",0.323773323712238
"158",0.260503702777071
"159",0
"160",0.513516399507256
"161",0.229173550783825
"162",0.272408168606028
"163",0.666899774410213
"164",0.254429208281542
"165",0.644280959881817
"166",0.328173517158995
"167",1
"168",0.407145166961419
"169",0.475917198841449
"170",0.799964556197566
"171",0.580869655299562
"172",0.476294650849305
"173",0.335384728692107
"174",0.355454885412904
"175",0.387506823045177
"176",0.569030251036709
"177",0.557054040786929
"178",0.393645920904581
"179",0.494898528683494
"180",0.585600794559429
"181",0.427056365252557
"182",0.449928038063532
"183",0.366505345336687
"184",0.419908195133446
"185",0.38571340655463
"186",0.406996971889855
"187",0.409243891907087
"188",0.36647023217876
"189",0.361359199599508
"190",0.406534019882662
"191",0.408573103876845
"192",0.367126450344177
"193",0.345233197160339
"194",0.31317797766791
"195",0.374935345060639
"196",0.461824598926784
"197",0.455799122448193
"198",0.379368120494878
"199",0.349513039822577
"200",0.523306439527489
"201",0.349194093653645
"202",0.439954010781406
"203",0.423365923714745
"204",0.412029285170415
"205",0.411189648113901
"206",0.359427056101701
"207",0.393975142191836
"208",0.407306806644357
"209",0.405953510550774
"210",0.411975120177679
"211",0.407793395037069
"212",0.372280637040333
"213",0.384186110137838
"214",0.392079700581476
"215",0.425297459153596
"216",0.423988936520077
"217",0.342398490589409
"218",0.404210938489961
"219",0.440861451087355
"220",0.390749117379676
"221",0.402920568022769
"222",0.400076960525418
"223",0.355123359243344
"224",0.399990948759144
"225",0.407799186749935
"226",0.433289663364282
"227",0.349883931242704
"228",0.370083381414967
"229",0.377037422947917
"230",0.380905180759101
"231",0.40069038416696
"232",0.424998589205247
"233",0.345629191861469
"234",0.414937291223291
"235",0.339101634153777
"236",0.419812709828934
"237",0.495272916088287
"238",0.401297618437535
"239",0.410420701491934
"240",0.391281391403778
"241",0.402800102000262
"242",0.375252422879424
"243",0.390776424304318
"244",0.405389210630048
"245",0.415762706769878
"246",0.410430354414366
"247",0.408369494706373
"248",0.372283445608973
"249",0.413305827578212
"250",0.415721503696699
"251",0.381389453196115
"252",0.403663448098168
"253",0.408796670312656
"254",0.378218598156261
"255",0.385164888184038
"256",0.386239706426953
"257",0.34864940552249
"258",0.375967679666366
"259",0.420111221802553
"260",0.402448686543149
"261",0.404697107022991
"262",0.39893480704261
"263",0.396058242838638
"264",0.382047218095804
"265",0.39759635616915
"266",0.394236388198895
"267",0.374112442901388
"268",0.411838009272063
"269",0.413595753068731
"270",0.399441680748977
"271",0.346518676173286
"272",0.417564052572484
"273",0.302767004323195
"274",0.358712738527258
"275",0.361629671930987
"276",0.450694736819261
"277",0.368070970329227
"278",0.361469869468744
"279",0.39481178273831
"280",0.537372602866211
"281",0.465646374476406
"282",0.370184559263964
"283",0.382660497645611
"284",0.375570007496472
"285",0.424657084900787
"286",0.406502706196036
"287",0.444068033652878
"288",0.376363942296106
"289",0.368706981742084
"290",0.391482907303565
"291",0.39658043586426
"292",0.440777352532471
"293",0.385818739716704
"294",0.371895503768426
"295",0.377171448477931
"296",0.395054127855045
"297",0.400417250566659
"298",0.386580547359116
"299",0.355951024823788
"300",0.36052319392445
"301",0.415796669019952
"302",0.392562385511244
"303",0.379752916543359
"304",0.338763140120942
"305",0.407043265088636
"306",0.37103155747586
"307",0.380417535470729
"308",0.45344053982319
"309",0.428601232599073
"310",0.340208233482957
"311",0.425761663917116
"312",0.345943242856335
"313",0.336751773389639
"314",0.408358834754068
"315",0.493529856323056
"316",0.358703162407917
"317",0.409977608334721
"318",0.456429054653788
"319",0.311576524001524
"320",0.375040713884436
"321",0.426639411407467
"322",0.488524031304205
"323",0.550518831607197
"324",0.370008904832436
"325",0.394967178042957
"326",0.478954572120639
"327",0.401340987102244
"328",0.381753685367577
"329",0.429462417288467
"330",0.40015844329368
"331",0.344786317236935
"332",0.387536315451042
"333",0.403645034176615
"334",0.424519314643936
"335",0.425714661057875
"336",0.375507065137424
"337",0.394255933317534
"338",0.399031099181708
"339",0.406398172239324
"340",0.410831904852589
"341",0.418243723314484
"342",0.405618793601117
"343",0.420912364388725
"344",0.395695483721661
"345",0.358229061740606
"346",0.386759787971103
"347",0.36913551435297
"348",0.359180225986116
"349",0.400946950208814
"350",0.402051737863441
"351",0.414916483971423
"352",0.415051745399181
"353",0.40171237426863
"354",0.382685948098677
"355",0.397822882405577
"356",0.307844406173734
"357",0.394811000212601
"358",0.415333503815838
"359",0.395023236483193
"360",0.419511191380105
"361",0.380641850623195
"362",0.389388776056069
"363",0.346281687796775
"364",0.402286133976495
"365",0.391426563549267
"366",0.354757377564384
"367",0.372950317396113
"368",0.451988570930426
"369",0.37234254039576
"370",0.46978486563557
"371",0.420684753914555
"372",0.382197383535731
"373",0.368313582988607
"374",0.480518453562209
"375",0.399916007299366
"376",0.377762098210391
"377",0.474674963524415
"378",0.417250154717689
"379",0.330123817210333
"380",0.371473562683355
"381",0.341106808391725
"382",0.454801025420568
"383",0.386239066097171
"384",0.489288670302537
"385",0.378803657486711
"386",0.481757357427484
"387",0.451615179413865
"388",0.382637539320381
"389",0.433430842511431
"390",0.400196910944121
"391",0.383823868574051
"392",0.398217292342704
"393",0.389196221869399
"394",0.414069704831491
"395",0.401774499877519
"396",0.394219861428486
"397",0.372277419444116
"398",0.381439900697447
"399",0.383292266200503
"400",0.396742705022929
"401",0.383756664560745
"402",0.386078413589471
"403",0.390357976450439
"404",0.427739689928855
"405",0.412578786124211
"406",0.392911360654951
"407",0.391805335728568
"408",0.347331049813884
"409",0.386408473051982
"410",0.354916716221777
"411",0.357530387587327
"412",0.402583905965927
"413",0.396772886231524
"414",0.374125085728068
"415",0.407397050637309
"416",0.483928749976015
"417",0.406891402590172
"418",0.449122761346395
"419",0.372124467011073
"420",0.397709197327759
"421",0.340878031608662
"422",0.374941798438769
"423",0.373538971083579
"424",0.400868702155825
"425",0.371536867886702
"426",0.434898596025211
"427",0.4218040447966
"428",0.403629259341441
"429",0.386465542549614
"430",0.393336102862754
"431",0.381227863813873
"432",0.378871753224018
"433",0.409226580226971
"434",0.387356976810739
"435",0.387112718834374
"436",0.390698982645077
"437",0.394349602135199
"438",0.372203286060995
"439",0.407714176217597
"440",0.39525201012668
"441",0.317560776093527
"442",0.428164753382381
"443",0.383729411681212
"444",0.364363103590876
"445",0.35707596140202
"446",0.42201717429096
"447",0.488458663424633
"448",0.40342471916783
"449",0.329421279163759
"450",0.408661748606291
"451",0.383466467037749
"452",0.403507828995119
"453",0.38826051759572
"454",0.376936943665592
"455",0.437541923231192
"456",0.346998503993069
"457",0.379603187371042
"458",0.401172067253273
"459",0.418018347378374
"460",0.414452883549287
"461",0.304441226012822
"462",0.411797393101356
"463",0.386677349877947
"464",0.381154035953166
"465",0.422177122707858
"466",0.408585134376737
"467",0.392103791937305
"468",0.377565721455085
"469",0.368501290242959
"470",0.412440141101827
"471",0.268452370660008
"472",0.458873785882095
"473",0.412650690629696
"474",0.37766742252214
"475",0.324993576150487
"476",0.456019258231691
"477",0.440884684478683
"478",0.399366492762112
"479",0.477034234830646
"480",0.383464367649807
"481",0.43510889236193
"482",0.442802779602786
"483",0.428772848016586
"484",0.394079282458858
"485",0.322798821615425
"486",0.343006323787591
"487",0.462144400005458
"488",0.381511085617568
"489",0.552763005398912
"490",0.455905843162621
"491",0.436611648556913
"492",0.340827016450223
"493",0.401667132513864
"494",0.391811679085248
"495",0.397522372875246
"496",0.409186814496729
"497",0.349223583450959
"498",0.384951768229971
"499",0.439492515729199
"500",0.345517459666146
"501",0.464088236354256
"502",0.429358813853735
"503",0.41380619107628
"504",0.421516810635347
"505",0.42761612071731
"506",0.356807827505187
"507",0.450141422179957
"508",0.411558683198653
"509",0.412158282714167
"510",0.345809543524424
"511",0.414228226562447
"512",0.396027310277138
"513",0.385799222384157
"514",0.390714643746454
"515",0.32825297247717
"516",0.411410540202306
"517",0.371330361593817
"518",0.442640752713095
"519",0.35115886338448
"520",0.415525218362946
"521",0.470535196504026
"522",0.429539133194686
"523",0.401283152973985
"524",0.444398304869299
"525",0.420072165835703
"526",0.334399082716193
"527",0.37762005447462
"528",0.421108397737481
"529",0.480935953969566
"530",0.475677991161274
"531",0.383706585623313
"532",0.448920213591515
"533",0.440060888381124
"534",0.440817370541832
"535",0.378208197196914
"536",0.433717300192886
"537",0.380303701385354
"538",0.467120611689208
"539",0.378293382201239
"540",0.382520684144097
"541",0.3878076227007
"542",0.427173730931572
"543",0.363486545393801
"544",0.353957213885823
"545",0.38659396776699
"546",0.383507906818734
"547",0.398192801329791
"548",0.385341596932178
"549",0.390565834354503
"550",0.379806265410158
"551",0.396940109918196
"552",0.378351501496295
"553",0.403758089498089
"554",0.427151638312052
"555",0.459567167938464
"556",0.447990560198362
"557",0.397407288640305
"558",0.450769753921084
"559",0.433269139060265
"560",0.38896312927447
"561",0.411273402066718
"562",0.362592354121664
"563",0.3893724540809
"564",0.401415623228185
"565",0.388898014303339
"566",0.376246283898305
"567",0.372440493067654
"568",0.406397600727821
"569",0.375343064014012
"570",0.467608400206434
"571",0.400515783256752
"572",0.422197957069862
"573",0.489028175744628
"574",0.399509725965996
"575",0.414140605877383
"576",0.37287774930639
"577",0.399026302511526
"578",0.38300620070321
"579",0.45215550598399
"580",0.421138440604911
"581",0.383229604652583
"582",0.419335253372116
"583",0.377123071934323
"584",0.347207080046166
"585",0.419563743749569
"586",0.361983432851916
"587",0.408033025831392
"588",0.415371909195386
"589",0.41770058380414
"590",0.364204614574958
"591",0.389151467338054
"592",0.407362464687871
"593",0.388313756218206
"594",0.369670290149333
"595",0.467153818695565
"596",0.383380056336774
"597",0.384526100818961
"598",0.390241758246618
"599",0.362001916239248
"600",0.392636146544015
"601",0.354578825206809
"602",0.431509407527945
"603",0.359888474165371
"604",0.442546056293276
"605",0.362152985342156
"606",0.400855786641139
"607",0.49649774954509
"608",0.349780848196549
"609",0.447979677385765
"610",0.394530135159021
"611",0.441350017602865
"612",0.450061617209664
"613",0.428657517808572
"614",0.338710459749237
"615",0.395012360005409
"616",0.406240638260227
"617",0.357142345513715
"618",0.416554035871008
"619",0.401571522796406
"620",0.394918746410229
"621",0.416913982019343
"622",0.379218771443808
"623",0.338269238885273
"624",0.445895870710477
"625",0.382984941889687
"626",0.471648573870827
"627",0.442558907865256
"628",0.408436755892508
"629",0.425926990598752
"630",0.457933302721408
"631",0.381620643172583
"632",0.401705593264637
"633",0.423485936504568
"634",0.363057335128508
"635",0.402027458900132
"636",0.402039423914323
"637",0.399917405473287
"638",0.405517258436299
"639",0.400234981603689
"640",0.385121316189056
"641",0.408223982560028
"642",0.382878347519897
"643",0.372721018347616
"644",0.431753720215813
"645",0.377795910954939
"646",0.400529966821014
"647",0.377415902333622
"648",0.383752815760423
"649",0.374021485049103
"650",0.432634578227522
"651",0.403008874042753
"652",0.375811593824856
"653",0.39033315152986
"654",0.405767383344971
"655",0.383321626704368
"656",0.351916499889737
"657",0.409350356097512
"658",0.394899110200344
"659",0.368173360512294
"660",0.425388595246792
"661",0.368562648650356
"662",0.391233658494182
"663",0.429147309703814
"664",0.280285819492391
"665",0.40911168681091
"666",0.419874561543848
"667",0.359246559217223
"668",0.380708944017177
"669",0.347681817115008
"670",0.426853351061677
"671",0.468521317920176
"672",0.471143830380978
"673",0.414877967709687
"674",0.377183426821035
"675",0.456702464305016
"676",0.369425713835828
"677",0.369375577520954
"678",0.408698703736394
"679",0.442838045018034
"680",0.388372491455957
"681",0.390571768813547
"682",0.35227175067029
"683",0.373965724072874
"684",0.39676892250997
"685",0.358734804741301
"686",0.500464609179497
"687",0.452930236580492
"688",0.425247970887068
"689",0.406938452024201
"690",0.371696303510791
"691",0.387714186640929
"692",0.397780755921191
"693",0.406689880335626
"694",0.364064124735373
"695",0.425397150699943
"696",0.350791582675134
"697",0.373657680061819
"698",0.361179115904567
"699",0.437090215282147
"700",0.343000617420441
"701",0.469548495923887
"702",0.502607716066866
"703",0.321358827508955
"704",0.510723959075911
"705",0.4577902342112
"706",0.469189395290133
"707",0.44046358725923
"708",0.397007806774984
"709",0.445549185318655
"710",0.405627676512452
"711",0.37870922174603
"712",0.416477656043749
"713",0.436199738646484
"714",0.391541258784347
"715",0.380117919690398
"716",0.365102697829877
"717",0.390014168995421
"718",0.41175563536856
"719",0.387421741642198
"720",0.401200188057256
"721",0.378363136386914
"722",0.418543341597365
"723",0.416531624117173
"724",0.392162181256114
"725",0.389135254730658
"726",0.351275774649262
"727",0.324680944798459
"728",0.374712278091473
"729",0.418034389412566
"730",0.426430100220896
"731",0.433315348098204
"732",0.404303807377265
"733",0.422312579520218
"734",0.37713775090226
"735",0.437746193997902
"736",0.434463978301339
"737",0.338417388933933
"738",0.394709979728486
"739",0.432601897904972
"740",0.423660604073911
"741",0.377314970748833
"742",0.411866762316435
"743",0.377029922494497
"744",0.385517237311783
"745",0.411629820900578
"746",0.407359522843932
"747",0.338122422020999
"748",0.454296733323477
"749",0.425479828971469
"750",0.392088346022812
"751",0.375516854037469
"752",0.422019093481205
"753",0.388595169714295
"754",0.388234791798051
"755",0.421344081578423
"756",0.377472753634787
"757",0.382417879608412
"758",0.422285919922626
"759",0.375885399871716
"760",0.413795838195133
"761",0.423244620693301
"762",0.424514754059931
"763",0.423757955519482
"764",0.453230243377139
"765",0.404817518651464
"766",0.429310813465759
"767",0.409536837711583
"768",0.398772587867609
"769",0.410745915674494
"770",0.371374441840983
"771",0.385660950934611
"772",0.387872165707518
"773",0.381515919183122
"774",0.342867423231239
"775",0.424387812645125
"776",0.397912918989389
"777",0.395449552626193
"778",0.39641304573477
"779",0.422239635496181
"780",0.3853044166879
"781",0.398313059632174
"782",0.398035796812657
"783",0.401440933956492
"784",0.402520685130948
"785",0.389384377740587
"786",0.414913212683962
"787",0.391179264813618
"788",0.413027210857215
"789",0.376781281639459
"790",0.413811056565245
"791",0.396375995481559
"792",0.390328072261642
"793",0.360695828156863
"794",0.389417125520831
"795",0.376190870700932
"796",0.402028353182454
"797",0.404817050772803
"798",0.397855434492785
"799",0.382192421519021
"800",0.407425256208477
"801",0.394497365790118
"802",0.385800625488204
"803",0.414259216892099
"804",0.395904367548234
"805",0.386572661554263
"806",0.377739690068851
"807",0.338210765726131
"808",0.400157492557751
"809",0.381948832869059
"810",0.383093498182491
"811",0.412257962468813
"812",0.418517887217185
"813",0.370622601074879
"814",0.376621257718619
"815",0.379533934902634
"816",0.443852938476055
"817",0.42333734086908
"818",0.408331339669651
"819",0.392167875638748
"820",0.422485136220748
"821",0.357972103317401
"822",0.429871796497368
"823",0.421102897252045
"824",0.429673371481787
"825",0.370641938482372
"826",0.3854518264229
"827",0.341636306221352
"828",0.436226276409803
"829",0.446023035302368
"830",0.461402240439764
"831",0.387512738616756
"832",0.40227681328135
"833",0.346878398337246
"834",0.390974167633548
"835",0.423798405157656
"836",0.363533754024054
"837",0.424258297682368
"838",0.43327016856366
"839",0.397667357996535
"840",0.37723673259669
"841",0.373552926084927
"842",0.398281197136044
"843",0.462473827783305
"844",0.401219443691952
"845",0.372155598828447
"846",0.448988407570068
"847",0.412534743533042
"848",0.402624495816924
"849",0.383988384908978
"850",0.334318938467525
"851",0.417919037592821
"852",0.381637860454414
"853",0.39786840313981
"854",0.421540309866783
"855",0.401577177092755
"856",0.416234422766408
"857",0.334953215022287
"858",0.438792891542341
"859",0.483429930860834
"860",0.403552501245651
"861",0.430107836068749
"862",0.377143123237334
"863",0.415613104802606
"864",0.398400206254786
"865",0.408231947574175
"866",0.424204206631215
"867",0.354790752027662
"868",0.376589647757082
"869",0.427982211916829
"870",0.413866759803279
"871",0.382438502790041
"872",0.453719432917472
"873",0.372078576351365
"874",0.381039065130539
"875",0.407008245370218
"876",0.432417949371012
"877",0.415698519255086
"878",0.368810282604922
"879",0.384383437064457
"880",0.408638480695422
"881",0.422694448159071
"882",0.400285512646989
"883",0.407190975091702
"884",0.402812167155039
"885",0.410806678302114
"886",0.376825068057436
"887",0.413451546922592
"888",0.368780765351107
"889",0.428859082653009
"890",0.47173436284468
"891",0.400184472167203
"892",0.394770347816758
"893",0.382765593133973
"894",0.427853623690716
"895",0.40434516952005
"896",0.391535903787414
"897",0.420896146395459
"898",0.361763722869212
"899",0.347913830197823
"900",0.390029586755083
"901",0.376562205750566
"902",0.400196910944121
"903",0.404903215608924
"904",0.419758273629065
"905",0.405826381292713
"906",0.392883565961649
"907",0.22315886833723
"908",0.399880874061355
"909",0.375054132045687
"910",0.385328305305676
"911",0.451033161300295
"912",0.42672199913388
"913",0.402194732148508
"914",0.413753572941183
"915",0.420145142792233
"916",0.392116514854934
"917",0.378087113304948
"918",0.412026518119826
"919",0.388836907606334
"920",0.436560378132368
"921",0.375089356250714
"922",0.391979202259522
"923",0.386881528630161
"924",0.363534667216339
"925",0.409426496714432
"926",0.410746404453024
"927",0.358698362861927
"928",0.411994360886614
"929",0.410567018639717
"930",0.414578085200758
"931",0.389082809338242
"932",0.359666534258949
"933",0.387036692096715
"934",0.421547973134043
"935",0.401231328555753
"936",0.391728961738782
"937",0.373187735803147
"938",0.394178887881422
"939",0.403327280661254
"940",0.421450209227236
"941",0.375264536580388
"942",0.407538715378425
"943",0.304877163002573
"944",0.386105619560727
"945",0.393059386946057
"946",0.44096604970865
"947",0.407406199717868
"948",0.40027830631754
"949",0.36350250095139
"950",0.395298217469429
"951",0.403248953840533
"952",0.417498519514048
"953",0.379952785373673
"954",0.395183388513362
"955",0.352802127893042
"956",0.409826184300657
"957",0.344924720194229
"958",0.396936037691894
"959",0.403835501913191
"960",0.448618782624074
"961",0.373127748105436
"962",0.407584092673941
"963",0.360770848321262
"964",0.444902083752989
"965",0.456233055158294
"966",0.42181276850286
"967",0.409767923624513
"968",0.339015277548221
"969",0.388461518163883
"970",0.436589327258787
"971",0.387671779291876
"972",0.405246876578992
"973",0.387857919759343
"974",0.413264723745911
"975",0.441002059555221
"976",0.348612505969079
"977",0.42937782048597
"978",0.397827142152442
"979",0.403976994015558
"980",0.416868289939994
"981",0.393781593679632
"982",0.401630908439632
"983",0.396781884632885
"984",0.391511152194724
"985",0.375278462656431
"986",0.374296111870218
"987",0.409823450079359
"988",0.399934388909222
"989",0.393891813747913
"990",0.394021582668551
"991",0.401914663405533
"992",0.412175347560297
"993",0.370316368608661
"994",0.40212930187656
"995",0.386973457844024
"996",0.346871371810064
"997",0.435322431645956
"998",0.347264362969147
"999",0.397973186472832
"1000",0.38351964082612
"1001",0.337843475104783
"1002",0.339998405881083
"1003",0.329507964278737
"1004",0.344024731440515
"1005",0.423948251120524
"1006",0.43092575704071
"1007",0.380574157580743
"1008",0.367847862439122
"1009",0.447371297217774
"1010",0.388620626526086
"1011",0.387575152651673
"1012",0.418372430439894
"1013",0.383261253351831
"1014",0.382028158708801
"1015",0.431520142675617
"1016",0.37715892775278
"1017",0.435029471239658
"1018",0.385437708226649
"1019",0.38559877777929
"1020",0.424902551783207
"1021",0.414597198750967
"1022",0.351227812057136
"1023",0.378945944269742
"1024",0.317019302651072
"1025",0.429174620579659
"1026",0.410362358822752
"1027",0.465062779937584
"1028",0.448043798952566
"1029",0.435628277398124
"1030",0.408912509408856
"1031",0.394040410613128
"1032",0.409641285629858
"1033",0.40965092101922
"1034",0.376399677046329
"1035",0.398695302067051
"1036",0.369629860970826
"1037",0.386910157972117
"1038",0.342939319227753
"1039",0.424927231875554
"1040",0.324470555596777
"1041",0.450153932247007
"1042",0.41922271996052
"1043",0.422740855885759
"1044",0.347378526260031
"1045",0.431805866684982
"1046",0.407237842437767
"1047",0.405014388788079
"1048",0.353603320116417
"1049",0.40584368942541
"1050",0.384083485694292
"1051",0.399485148184253
"1052",0.369393344987448
"1053",0.407875599493292
"1054",0.485293678881774
"1055",0.4290571509821
"1056",0.295819996332376
"1057",0.373810388403932
"1058",0.40546515947312
"1059",0.349459615859479
"1060",0.459259281380253
"1061",0.386664703324762
"1062",0.415297885961151
"1063",0.457817555940871
"1064",0.460418566202256
"1065",0.444990441486242
"1066",0.412110405050147
"1067",0.368583954164427
"1068",0.411249759973952
"1069",0.403257463818407
"1070",0.307693920925977
"1071",0.408656156202648
"1072",0.411600860701001
"1073",0.35173456075345
"1074",0.418079363032149
"1075",0.365953469142518
"1076",0.431776032371088
"1077",0.377766643376441
"1078",0.34943378417339
"1079",0.412162827368394
"1080",0.441369194913432
"1081",0.377818863907447
"1082",0.45405910718006
"1083",0.445715767976321
"1084",0.397653600589568
"1085",0.406277658360913
"1086",0.354548680471301
"1087",0.416256824822257
"1088",0.330482605244881
"1089",0.386188358688241
"1090",0.336732623639087
"1091",0.36720238978271
"1092",0.393843346575199
"1093",0.493249211582049
"1094",0.435856258345582
"1095",0.362689933906382
"1096",0.450892724091333
"1097",0.369008196635183
"1098",0.391551001314154
"1099",0.398688275280243
"1100",0.394493082183817
"1101",0.397846186550264
"1102",0.345126291534626
"1103",0.428038636909668
"1104",0.414735268914144
"1105",0.406959428166026
"1106",0.343382061243588
"1107",0.411484222155406
"1108",0.325269801716362
"1109",0.325302750762584
"1110",0.306804279727566
"1111",0.369573867713739
"1112",0.483921181420676
"1113",0.478952829871944
"1114",0.433076881905822
"1115",0.371319437402382
"1116",0.348414423693553
"1117",0.28106516317659
"1118",0.29851744014405
"1119",0.530392124864304
"1120",0.808399926701274
"1121",0.310513988276903
"1122",0.383480552198512
"1123",0.362700544249401
"1124",0.253599791552742
"1125",0.352454176149796
"1126",0.417837351878603
"1127",0.346873823794734
"1128",0.490533333121552
"1129",0.490712627229319
"1130",0.519856024210367
"1131",0.446532343649619
"1132",0.431486509057297
"1133",0.342035287492645
"1134",0.39362772133141
"1135",0.454740856018222
"1136",0.407522434491238
"1137",0.436884487576709
"1138",0.439258719248561
"1139",0.383261924601849
"1140",0.389486274160269
"1141",0.385999860163529
"1142",0.323377475289884
"1143",0.282514926693287
"1144",0.445120643937895
"1145",0.334047737908306
"1146",0.457574653930571
"1147",0.372007487730173
"1148",0.420657085312711
"1149",0.408232604135334
"1150",0.3676441928251
"1151",0.432872200997319
"1152",0.434174348196771
"1153",0.364870999974233
"1154",0.370999237273035
"1155",0.40560783377012
"1156",0.397731194970251
"1157",0.454515832518829
"1158",0.48828501485091
"1159",0.393634433415234
"1160",0.543347642325932
"1161",0.4074382182498
"1162",0.386951028723277
"1163",0.394867351674874
"1164",0.434215546870931
"1165",0.415415159715763
"1166",0.38699726394326
"1167",0.357427048549897
"1168",0.328383525761799
"1169",0.385847888792998
"1170",0.409856774621839
"1171",0.368011337882719
"1172",0.25310216680139
"1173",0.372613310738126
"1174",0.381180011119724
"1175",0.336892302627134
"1176",0.45942384755284
"1177",0.370499998635901
"1178",0.511553203129079
"1179",0.386412732599257
"1180",0.478738430862716
"1181",0.458865792099492
"1182",0.34143757633923
"1183",0.372766665084569
"1184",0.483885719155809
"1185",0.413295744014096
"1186",0.396543157831779
"1187",0.416512007004824
"1188",0.375449118576792
"1189",0.428319038445354
"1190",0.407824295842489
"1191",0.436633578411414
"1192",0.373482782151717
"1193",0.245767016559163
"1194",0.468902445628586
"1195",0.378864562898369
"1196",0.428897687794915
"1197",0.424513053201968
"1198",0.363538256575764
"1199",0.414113601939356
"1200",0.361433377627347
"1201",0.322983056222924
"1202",0.374612217052361
"1203",0.319463852072673
"1204",0.309269232136932
"1205",0.50677801661415
"1206",0.472616652270375
"1207",0.302084031014609
"1208",0.438064161417997
"1209",0.404216422411897
"1210",0.279060278451881
"1211",0.420399504011588
"1212",0.274239231313167
"1213",0.273848914273909
"1214",0.580283324886888
"1215",0.314029269850252
"1216",0.480058150881293
"1217",0.550909967405711
"1218",0.44077804036272
"1219",0.386658090184562
"1220",0.485743008314656
"1221",0.505109103239577
"1222",0.436162162396653
"1223",0.301433429341412
"1224",0.496549741563551
"1225",0.384346968564583
"1226",0.353564350551889
"1227",0.432422552692481
"1228",0.279800820801853
"1229",0.304826333649128
"1230",0.551494198356388
"1231",0.331125313174313
"1232",0.426494683959216
"1233",0.508623718420378
"1234",0.473041776824047
"1235",0.387856312899491
"1236",0.344917772600595
"1237",0.409136011233616
"1238",0.476033484158488
"1239",0.479737017175181
"1240",0.455685604346355
"1241",0.381270361254744
"1242",0.544950722588782
"1243",0.428474027402451
"1244",0.436287944994284
"1245",0.320511002193041
"1246",0.438953251952712
"1247",0.403243997645565
"1248",0.299348228023714
"1249",0.398350303398831
"1250",0.466969251513949
